time[s],MCP,PIP,DIP,TIP,Wrist_X,Wrist_Y,Wrist_D,MCP_X,MCP_Y,MCP_D,PIP_X,PIP_Y,PIP_D,DIP_X,DIP_Y,DIP_D,TIP_X,TIP_Y,TIP_D,MCP_RX,MCP_RY,MCP_RZ,PIP_RX,PIP_RY,PIP_RZ,DIP_RX,DIP_RY,DIP_RZ,TIP_RX,TIP_RY,TIP_RZ,MCP_Distance,PIP_Distance,DIP_Distance,TIP_Distance
0.0501744467765092,0,0,0,0,163,242,315,174,169,319,213,121,322,258,87,323,283,51,322,5.785659790039063,-54.378671169281006,4.0,33.390472412109375,-90.9805121421814,7.0,66.85922241210938,-116.91258764266968,8.0,86.04561614990234,-143.6356635093689,7.0,54.8316855234532,97.1667496500601,134.91741463153238,167.58297016819157
0.1092024277895689,0,0,0,0,163,242,315,176,170,320,214,121,322,259,87,323,284,51,322,6.703536987304688,-53.79627752304077,5.0,34.142669677734375,-90.9805121421814,7.0,67.61377716064453,-116.91258764266968,8.0,86.7978286743164,-143.6356635093689,7.0,54.44241805317049,97.42779625125726,135.29292668589224,167.97043458404409
0.1684288228861987,0,0,0,0,164,242,315,176,170,319,215,121,322,259,87,323,284,52,322,6.540206909179688,-53.63346242904663,4.0,34.159027099609375,-90.9805121421814,7.0,66.8779067993164,-116.91258764266968,8.0,86.06195831298828,-142.88345098495483,7.0,54.17861753997455,97.43352976283607,134.92667477990767,166.94712107142345
0.2275242847390473,0,0,0,0,164,241,316,176,169,320,215,121,322,259,87,323,285,51,322,6.5682373046875,-53.81100237369537,4.0,34.75959777832031,-90.24769365787506,6.0,67.47847747802734,-116.17976915836334,7.0,87.41474914550781,-142.90284502506256,6.0,54.35775673951729,96.89621173336072,134.53655148116158,167.62625535526678
0.2865951899439096,0,0,0,0,165,241,316,177,169,319,215,120,322,259,86,323,284,51,323,7.1477813720703125,-53.64585268497467,3.0,34.021392822265625,-90.99991381168364,6.0,66.74027252197266,-116.9343239068985,7.0,85.60408020019531,-143.34365618228912,7.0,54.20302841023664,97.33673244618788,134.82173446396035,167.106140864505
0.3465278288349509,0,0,0,0,164,239,316,177,168,320,216,120,323,260,85,324,286,49,323,7.315780639648437,-53.08214962482453,4.0,35.03271484375,-89.80313122272491,7.0,67.85671997070312,-116.5738526582718,8.0,87.85139465332031,-143.37635052204132,7.0,53.73299968510704,96.64829789877032,135.1221579489274,168.2963024892487
0.4052538671530783,0,0,0,0,165,240,316,177,168,320,215,120,323,260,85,324,286,50,324,6.57757568359375,-53.82034955918789,4.0,33.53996276855469,-90.54133115708828,7.0,67.11851501464844,-117.31205259263515,8.0,86.79761505126953,-143.8031490892172,8.0,54.36813891008759,96.80734347255668,135.39207045196105,168.1581745457651
0.465249327942729,0,0,0,0,164,237,316,176,166,320,215,117,323,259,82,324,285,48,323,6.5682373046875,-53.10084021091461,4.0,34.278167724609375,-90.5903879404068,7.0,67.0998306274414,-117.36811316013336,8.0,87.09683990478516,-142.65451300144196,7.0,53.654831771200016,97.11133388925236,135.43138948191145,167.28768514471813
0.5243578050285578,0,0,0,0,165,238,316,175,166,320,214,117,323,259,83,324,284,47,323,5.082489013671875,-53.83904016017914,4.0,32.785400390625,-91.32858788967133,7.0,66.36162567138672,-117.3494313955307,8.0,85.60408020019531,-144.1472600698471,7.0,54.226137055330405,97.28716999016372,135.05093265358673,167.79598068060395
0.5838353550061584,0,0,0,0,163,238,317,175,166,321,214,117,324,258,82,324,284,47,323,6.586929321289063,-54.00723850727081,4.0,34.380950927734375,-91.6112538576126,7.0,67.68405151367188,-118.10235035419464,7.0,87.68339538574219,-144.14329731464386,6.0,54.55427984186844,98.10031406707738,136.30222297706786,168.82437024052604
0.6440628040581942,0,0,0,0,163,238,317,175,167,321,213,119,324,258,84,325,283,48,324,6.586929321289063,-53.25735294818878,4.0,33.62406921386719,-90.0974828004837,7.0,67.30306243896484,-116.95229542255402,8.0,86.60626983642578,-143.83656513690948,7.0,53.812017997205885,96.42164921573573,135.17226645383863,168.04345701444075
0.7039687819778919,0,0,0,0,164,238,317,176,167,321,214,118,325,258,83,325,284,48,324,6.5962677001953125,-53.25735294818878,4.0,33.156646728515625,-91.13865864276886,8.0,66.5625228881836,-117.71152698993684,8.0,86.62261199951172,-143.83656513690948,7.0,53.81316187161457,97.3119639175098,135.4642869524754,168.05188002519446
0.7646635938435793,0,0,0,0,160,239,319,172,168,323,210,118,325,255,85,326,283,52,325,6.6149749755859375,-53.57973372936249,4.0,34.30174255371094,-91.875941157341,6.0,68.078857421875,-117.2917355298996,7.0,89.72514343261719,-141.98476684093475,6.0,54.13451542626952,98.25374346948948,135.79794568211958,168.06628269488897
0.8241124488413334,0,0,0,0,159,238,320,171,168,324,210,120,326,254,86,326,282,52,325,6.633636474609375,-52.998050928115845,4.0,35.16606140136719,-89.88793969154358,6.0,68.67472839355469,-115.78101372718812,6.0,90.32334899902344,-141.23559594154358,5.0,53.56116629664097,96.70829114649533,134.74962508157054,167.72239246851433
0.88304473599419,0,0,0,0,158,239,320,171,168,323,209,120,327,254,86,326,281,53,325,7.965423583984375,-53.57810699939728,3.0,34.6566162109375,-90.9151087999344,7.0,69.42228698730469,-116.52855789661407,6.0,90.31168365478516,-141.2239238023758,5.0,54.2499909908855,97.5481319928584,135.77318857569867,167.7062815123549
0.9440778410062194,0,0,0,0,159,239,320,172,168,324,210,120,327,255,87,327,281,52,326,7.390533447265625,-53.74559509754181,4.0,34.672943115234375,-90.9151087999344,7.0,69.04830169677734,-116.1237040758133,7.0,89.23686981201172,-142.42161667346954,6.0,54.398611903467376,97.55393376166944,135.28260278208816,168.17590739975398
1.0041665020398796,0,0,0,0,160,237,321,173,166,324,211,118,328,255,85,327,284,53,326,8.009796142578125,-53.757986307144165,3.0,34.80845642089844,-91.22580170631409,7.0,68.91069793701172,-116.15010285377502,6.0,91.38394927978516,-140.1586630344391,5.0,54.43416138827491,97.89165202082006,135.18702113408887,167.39318089328427
1.0636401339434087,0,0,0,0,162,237,321,175,166,325,213,119,327,257,85,328,284,51,327,7.448928833007812,-53.93014740943909,4.0,35.3272705078125,-90.17762207984924,6.0,68.5553970336914,-116.51148438453674,7.0,89.56393432617188,-142.12259125709534,6.0,54.58889392873833,97.0361765812538,135.36531481858717,168.0967854469984
