time[s],Wrist_X,Wrist_Y,Wrist_D,MCP_X,MCP_Y,MCP_D,PIP_X,PIP_Y,PIP_D,DIP_X,DIP_Y,DIP_D,TIP_X,TIP_Y,TIP_D,MCP_RX,MCP_RY,MCP_RZ,PIP_RX,PIP_RY,PIP_RZ,DIP_RX,DIP_RY,DIP_RZ,TIP_RX,TIP_RY,TIP_RZ
0.04942930399556644,374,383,310,382,233,297,389,160,290,393,110,283,395,67,278,7.183895111083984,-109.73107576370239,-13.0,12.694215774536133,-159.67200469970703,-20.0,15.965831756591797,-191.80965423583984,-27.0,17.658342361450195,-218.54010009765625,-32.0
0.11038214899599552,374,384,311,383,234,298,389,161,290,394,112,284,395,68,278,7.907281875610352,-110.11641311645508,-13.0,12.814760208129883,-160.0612678527832,-21.0,16.68212890625,-191.8474884033203,-27.0,17.778886795043945,-218.95772552490234,-33.0
0.1704128849960398,374,385,311,382,235,299,388,161,290,393,112,283,395,69,280,7.1011810302734375,-110.1573920249939,-12.0,12.129201889038086,-160.79645919799805,-21.0,16.086376190185547,-192.28164672851562,-28.0,17.63709259033203,-219.8410873413086,-31.0
0.22936049700365402,374,384,312,382,235,299,388,162,291,393,113,284,395,70,280,7.221721649169922,-109.76417303085327,-13.0,12.162298202514648,-159.90050888061523,-21.0,16.13129234313965,-191.5180892944336,-28.0,17.757633209228516,-218.78595733642578,-32.0
0.289729617012199,375,384,313,383,236,300,389,163,291,393,114,285,395,71,280,7.209903717041016,-109.40721297264099,-13.0,12.230831146240234,-159.5545654296875,-22.0,15.436277389526367,-191.48499298095703,-28.0,17.13824462890625,-218.4660186767578,-33.0
0.34852010098984465,375,384,314,382,235,301,389,162,292,392,114,285,394,70,281,6.517248153686523,-110.46864366531372,-13.0,12.263925552368164,-160.76729202270508,-22.0,14.880714416503906,-191.82696533203125,-29.0,16.521240234375,-219.87023162841797,-33.0
0.40710476000094786,374,384,314,382,235,300,388,162,292,392,114,285,394,70,280,7.361173629760742,-110.45838451385498,-14.0,12.315933227539062,-160.76729202270508,-22.0,15.623008728027344,-191.82696533203125,-29.0,17.336795806884766,-219.46990966796875,-34.0
0.4657884750049561,373,383,313,381,235,300,386,162,292,390,113,284,392,70,280,7.271366119384766,-109.37647533416748,-13.0,11.554750442504883,-159.68538284301758,-21.0,14.977640151977539,-191.12013244628906,-29.0,16.632349014282227,-218.38800048828125,-33.0
0.5266706009861082,374,383,313,381,235,301,387,162,292,391,113,285,393,70,280,6.427440643310547,-109.38673448562622,-12.0,11.505104064941406,-159.68538284301758,-21.0,14.828727722167969,-191.4188003540039,-28.0,16.55433464050293,-218.38800048828125,-33.0
0.5849993389856536,375,383,313,383,235,301,388,162,292,392,113,284,392,70,280,7.110637664794922,-109.38673448562622,-12.0,11.455463409423828,-159.68538284301758,-21.0,14.84052848815918,-191.12013244628906,-29.0,15.152486801147461,-218.38800048828125,-33.0
0.644129588996293,376,384,312,383,235,300,389,162,291,392,114,285,393,71,280,6.354156494140625,-109.77443218231201,-12.0,11.375083923339844,-159.90050888061523,-21.0,13.906791687011719,-191.14301300048828,-27.0,14.958658218383789,-218.12403869628906,-32.0
0.7035739049897529,376,385,313,383,236,300,388,163,291,391,115,284,392,71,279,6.469970703125,-110.14713454246521,-13.0,10.802976608276367,-160.29448699951172,-22.0,13.429220199584961,-191.25723266601562,-29.0,14.490543365478516,-218.8079833984375,-34.0
0.76182814699132,376,386,312,382,236,299,386,163,290,390,114,283,392,71,279,5.746585845947266,-110.53247356414795,-13.0,9.403488159179688,-160.50725173950195,-22.0,12.724748611450195,-192.02554321289062,-29.0,14.37472915649414,-219.2012176513672,-33.0
0.821019956987584,376,386,313,382,236,300,387,163,291,390,115,284,392,71,279,5.760770797729492,-110.88707137107849,-13.0,10.11505126953125,-161.034423828125,-22.0,12.757844924926758,-191.9971694946289,-29.0,14.490543365478516,-219.54792022705078,-34.0
0.8797212959907483,376,382,311,382,233,300,386,160,291,390,111,283,391,68,278,5.529142379760742,-109.38043785095215,-11.0,9.195501327514648,-159.46396255493164,-20.0,12.60893440246582,-190.74505615234375,-28.0,13.679712295532227,-217.4873046875,-33.0
0.9384114829881582,375,381,313,383,232,301,388,159,292,391,111,284,392,67,279,7.110637664794922,-110.04156589508057,-12.0,11.455463409423828,-160.27638626098633,-21.0,14.169153213500977,-190.98302459716797,-29.0,15.230476379394531,-218.48648834228516,-34.0
0.9974490010063164,375,379,312,383,230,301,388,156,291,391,108,283,391,65,278,6.992458343505859,-109.65466499328613,-11.0,11.42473030090332,-160.34020614624023,-21.0,14.131326675415039,-190.87664031982422,-29.0,14.53309440612793,-217.58343505859375,-34.0
1.0567797340045217,375,380,312,383,231,299,388,157,290,391,109,282,391,66,277,7.190990447998047,-109.64124298095703,-13.0,11.512174606323242,-160.19520568847656,-22.0,14.211679458618164,-190.63706970214844,-30.0,14.613447189331055,-217.25403594970703,-35.0
1.1170337260118686,376,378,310,382,229,298,387,155,289,390,106,281,391,63,276,5.616586685180664,-108.89974880218506,-12.0,9.947227478027344,-159.23622131347656,-21.0,12.658554077148438,-190.19107818603516,-29.0,13.724603652954102,-216.67092895507812,-34.0
1.1753262699930929,376,377,309,385,226,296,390,152,289,393,103,280,394,59,274,7.803266525268555,-109.89181900024414,-13.0,11.881004333496094,-160.22753524780273,-20.0,14.61121940612793,-190.80335235595703,-29.0,15.71270751953125,-217.36986541748047,-35.0
1.2344974080042448,378,377,309,386,225,295,392,150,288,395,100,278,396,57,272,7.13422966003418,-110.5576639175415,-14.0,11.864433288574219,-161.3827247619629,-21.0,14.615900039672852,-192.13031005859375,-31.0,15.68429183959961,-217.80323791503906,-37.0
1.2934422320104204,378,377,309,387,225,295,392,150,287,395,100,278,396,56,271,7.831607818603516,-110.5576639175415,-14.0,11.942422866821289,-161.17152786254883,-22.0,14.615900039672852,-192.13031005859375,-31.0,15.752824783325195,-218.01282501220703,-38.0
1.3528902030084282,380,378,308,388,225,294,393,149,287,397,100,276,398,56,270,7.049127578735352,-110.92645168304443,-14.0,11.053581237792969,-162.25268173217773,-21.0,14.495315551757812,-191.87419891357422,-32.0,15.530611038208008,-217.9821014404297,-38.0
1.4123779319925234,379,378,307,388,226,294,394,151,287,397,101,276,398,56,269,7.668516159057617,-109.90364742279053,-13.0,12.351438522338867,-160.5679588317871,-20.0,15.114704132080078,-190.8939437866211,-31.0,16.213804244995117,-217.22089385986328,-38.0
1.4716287160117645,379,379,307,388,227,294,394,151,286,397,102,276,398,58,268,7.668516159057617,-109.93437004089355,-13.0,12.424699783325195,-161.0848617553711,-21.0,15.114704132080078,-190.96721649169922,-31.0,16.277610778808594,-216.2461166381836,-39.0
1.5313289309851825,379,379,308,388,227,294,393,152,286,397,103,276,398,59,268,7.777238845825195,-110.2645320892334,-14.0,11.857318878173828,-160.73892211914062,-22.0,15.223426818847656,-190.6449203491211,-32.0,16.386333465576172,-215.9427261352539,-40.0
1.59077787399292,379,381,308,387,229,295,392,154,287,396,105,276,397,61,267,6.992412567138672,-110.35517454147339,-13.0,11.103227615356445,-161.04468536376953,-21.0,14.570962905883789,-190.7962188720703,-32.0,15.818952560424805,-215.71025848388672,-41.0
1.6491517380054574,379,381,308,386,229,295,391,155,287,395,106,276,397,62,267,6.295034408569336,-110.35517454147339,-13.0,10.424758911132812,-160.36621856689453,-21.0,13.918500900268555,-190.14376068115234,-32.0,15.818952560424805,-215.0790786743164,-41.0
1.7085800599888898,379,380,308,386,229,295,392,156,287,396,108,276,397,65,266,6.295034408569336,-109.62705564498901,-13.0,11.103227615356445,-158.95963287353516,-21.0,14.570962905883789,-188.1107177734375,-32.0,15.885122299194336,-212.04525756835938,-42.0
1.7675931279954966,379,381,309,386,230,296,391,156,288,395,108,276,397,65,266,6.311582565307617,-110.0147590637207,-13.0,10.453126907348633,-160.2196502685547,-21.0,14.027223587036133,-189.17372131347656,-33.0,15.993844985961914,-213.10826110839844,-43.0
1.826170109998202,380,381,309,386,230,296,392,157,288,396,109,274,398,66,265,5.581106185913086,-110.0147590637207,-13.0,10.403484344482422,-159.53882217407227,-21.0,14.086275100708008,-187.9050064086914,-35.0,15.955995559692383,-212.0696563720703,-44.0
1.8854376570088789,381,382,308,386,230,294,392,157,287,397,110,273,399,67,263,4.9309844970703125,-110.36381959915161,-14.0,9.647005081176758,-159.73738861083984,-21.0,13.965713500976562,-187.3447265625,-35.0,15.870868682861328,-211.02159881591797,-45.0
1.943690563988639,381,381,308,387,230,295,393,157,287,397,109,272,400,67,262,5.536190032958984,-109.65779542922974,-13.0,10.325469970703125,-159.00928497314453,-21.0,14.031883239746094,-186.95387268066406,-36.0,16.55167865753174,-209.8860855102539,-46.0
2.002612632990349,382,382,307,388,229,294,393,157,287,398,110,272,401,68,261,5.491275787353516,-110.72158527374268,-13.0,9.495729446411133,-159.40013885498047,-20.0,13.845148086547852,-186.70172119140625,-35.0,16.398018836975098,-209.2525177001953,-46.0
2.061453333008103,383,382,307,388,230,294,393,158,287,398,112,271,401,70,259,4.765527725219727,-110.02656984329224,-13.0,8.769981384277344,-158.7216682434082,-20.0,13.183206558227539,-185.11467742919922,-36.0,15.785697937011719,-207.21788024902344,-48.0
2.120386881986633,382,382,307,388,230,294,392,159,287,398,113,270,401,72,258,5.491275787353516,-110.02656984329224,-13.0,8.817264556884766,-158.0432014465332,-20.0,13.972759246826172,-184.1753692626953,-37.0,16.568159103393555,-205.59774017333984,-49.0
2.1785338089975994,381,382,307,387,230,295,391,161,287,397,116,269,400,76,256,5.432195663452148,-110.04864931106567,-12.0,8.864542007446289,-156.6862678527832,-20.0,14.126396179199219,-181.96895599365234,-38.0,16.802148818969727,-202.3858184814453,-51.0
2.2372444609936792,382,383,308,387,231,295,392,162,287,397,117,269,401,77,256,4.808078765869141,-110.41663074493408,-13.0,8.918893814086914,-157.07315826416016,-21.0,13.502279281616211,-182.39839935302734,-39.0,16.783215522766113,-202.84600067138672,-52.0
2.2966128429980017,382,384,309,387,231,295,392,164,287,398,120,267,403,82,254,4.909708023071289,-111.48672199249268,-14.0,9.020523071289062,-156.78631591796875,-22.0,14.367433547973633,-180.9965057373047,-42.0,18.199182510375977,-200.1462631225586,-55.0
2.355982959008543,381,384,309,388,232,295,392,167,288,399,126,268,404,88,251,6.337562561035156,-110.78934240341187,-14.0,9.67300796508789,-154.92192459106445,-21.0,15.667654037475586,-177.4773178100586,-41.0,19.678977012634277,-195.4702377319336,-58.0
2.414951837010449,383,384,309,388,232,295,393,171,287,400,132,267,406,96,250,4.876611709594727,-110.78934240341187,-14.0,8.968511581420898,-152.03704452514648,-22.0,14.899333000183105,-173.42225646972656,-42.0,19.449646949768066,-190.3844757080078,-59.0
2.474588887009304,382,384,309,388,233,295,393,172,287,400,134,267,406,100,249,5.607088088989258,-110.09196281433105,-14.0,9.69898796081543,-151.35857772827148,-22.0,15.629809379577637,-172.15988159179688,-42.0,20.225016593933105,-187.69107818603516,-60.0
2.532881469000131,383,385,309,389,233,295,392,172,287,399,135,268,406,101,249,5.5739898681640625,-110.82243919372559,-14.0,8.290046691894531,-152.08905410766602,-22.0,14.206703186035156,-172.50582885742188,-41.0,19.494540214538574,-187.83291625976562,-60.0
2.5925664519891143,383,383,309,389,233,295,392,174,287,400,139,268,407,109,248,5.5739898681640625,-109.36148643493652,-14.0,8.290046691894531,-149.27116775512695,-22.0,14.840255737304688,-168.51066970825195,-41.0,20.125704765319824,-181.3547592163086,-61.0
2.6517688590101898,383,384,309,390,234,295,391,177,287,400,146,266,408,121,246,6.271371841430664,-109.3945837020874,-14.0,7.611577987670898,-147.96623992919922,-22.0,14.958410263061523,-164.3649787902832,-43.0,20.792306900024414,-174.49047088623047,-63.0
2.7104183310002554,384,384,309,391,235,296,390,178,284,400,154,268,408,137,244,6.157922744750977,-108.70746326446533,-13.0,6.450788497924805,-146.85275268554688,-25.0,14.109781265258789,-159.73787307739258,-41.0,20.142163276672363,-164.70190811157227,-65.0
2.7692506820021663,384,383,309,390,234,295,390,177,284,400,155,0,409,143,243,5.540897369384766,-108.66410732269287,-14.0,6.450788497924805,-146.79365158081055,-25.0,29.942535400390625,-104.9402847290039,-309.0,20.75678062438965,-160.28279495239258,-66.0
2.829270872985944,384,384,309,390,235,295,392,176,283,401,158,0,408,151,242,5.540897369384766,-108.69720411300659,-14.0,7.871528625488281,-148.04576873779297,-26.0,29.942535400390625,-105.67076110839844,-309.0,20.22249412536621,-156.20882034301758,-67.0
2.8891758779936936,385,385,310,390,235,294,391,174,0,400,160,242,408,157,241,4.987676620483398,-109.76175880432129,-16.0,29.306596755981445,-106.74557495117188,-310.0,15.009856224060059,-152.13484954833984,-68.0,19.626721382141113,-153.6564598083496,-69.0
2.9490681769966614,384,385,310,390,235,294,392,172,0,400,160,246,408,162,241,5.720516204833984,-109.76175880432129,-16.0,30.03943634033203,-106.74557495117188,-310.0,15.506385803222656,-152.88508224487305,-64.0,20.3595609664917,-150.8078384399414,-69.0
3.007562404993223,384,384,310,390,235,294,392,171,0,400,161,246,406,165,0,5.720516204833984,-109.0289249420166,-16.0,30.03943634033203,-106.01274108886719,-310.0,15.506385803222656,-151.57070541381836,-64.0,30.03943634033203,-106.01274108886719,-310.0
3.067273758992087,383,384,311,390,235,294,392,171,0,400,161,0,407,166,243,6.552619934082031,-109.37090492248535,-17.0,30.871540069580078,-106.35472106933594,-311.0,30.871540069580078,-106.35472106933594,-311.0,20.536882400512695,-148.48484420776367,-68.0
3.1267307930102106,383,384,311,390,235,295,393,170,0,401,162,247,407,170,242,6.469902038574219,-109.38116407394409,-16.0,30.871540069580078,-106.35472106933594,-311.0,16.863319396972656,-151.51397323608398,-64.0,20.579411506652832,-146.02312088012695,-69.0
3.1845411169924773,381,383,311,390,235,295,392,170,0,400,162,246,408,170,242,7.940311431884766,-108.64594984054565,-16.0,32.341949462890625,-105.6195068359375,-311.0,17.80889892578125,-150.59592819213867,-65.0,22.62190818786621,-145.28790664672852,-69.0
3.2449356889992487,383,384,311,390,235,296,392,169,0,402,164,246,411,173,242,6.387184143066406,-109.39142322540283,-15.0,30.871540069580078,-106.35472106933594,-311.0,17.50157642364502,-150.1680564880371,-65.0,22.867762565612793,-144.30685424804688,-69.0
3.3042117879958823,382,384,312,389,235,296,392,171,0,399,163,247,406,171,243,6.524272918701172,-109.73339557647705,-16.0,31.7083740234375,-106.69669342041016,-312.0,16.53233814239502,-151.27203750610352,-65.0,20.79926586151123,-145.9545555114746,-69.0
3.3633149180095643,381,384,312,389,235,296,391,171,0,399,163,247,407,170,243,7.2618408203125,-109.73339557647705,-16.0,32.44594192504883,-106.69669342041016,-312.0,17.269906044006348,-151.27203750610352,-65.0,22.111284255981445,-146.52901077270508,-69.0
3.422180681984173,381,385,311,388,235,296,390,171,0,397,163,246,404,169,244,6.458106994628906,-110.12661457061768,-15.0,32.341949462890625,-107.08991241455078,-311.0,16.064268112182617,-151.48479080200195,-65.0,20.234315872192383,-147.6629638671875,-67.0
3.48151321199839,381,384,313,388,234,297,390,170,0,397,162,246,404,169,243,6.578645706176758,-110.78774237632751,-16.0,32.54993438720703,-107.0386734008789,-313.0,16.272253036499023,-152.01509475708008,-67.0,20.49192237854004,-147.44544219970703,-70.0
3.5409139149996918,380,383,312,389,233,297,391,169,0,398,161,250,405,168,244,7.914327621459961,-110.41029787063599,-15.0,33.183509826660156,-105.95912170410156,-312.0,17.232150077819824,-152.25786590576172,-62.0,21.65269184112549,-147.1089859008789,-68.0
3.599525580997579,382,384,313,390,235,296,392,169,0,400,166,251,407,176,246,7.325647354125977,-110.0753755569458,-17.0,31.81000328063965,-107.0386734008789,-313.0,16.981565475463867,-150.5557975769043,-62.0,21.34775733947754,-143.87348556518555,-67.0
3.6573695199913345,383,384,313,391,235,297,392,171,0,400,169,0,408,181,246,7.205104827880859,-110.08563470840454,-16.0,31.070072174072266,-107.0386734008789,-313.0,31.070072174072266,-107.0386734008789,-313.0,21.189369201660156,-140.96576690673828,-67.0
3.7156317709886935,383,382,311,392,234,296,392,171,0,401,172,251,410,184,245,7.786670684814453,-108.62074589729309,-15.0,30.871540069580078,-104.8843002319336,-311.0,16.636466026306152,-144.84123992919922,-60.0,22.18936252593994,-136.93594360351562,-66.0
3.776376469992101,381,382,312,392,234,296,392,173,0,400,174,252,410,186,248,9.361072540283203,-108.95799565315247,-16.0,32.44594192504883,-105.22154998779297,-312.0,17.55842685699463,-144.1462287902832,-60.0,23.657451629638672,-136.49311637878418,-64.0
3.835355546005303,381,381,313,393,234,297,394,174,0,400,175,253,407,187,249,10.089181900024414,-108.56794714927673,-16.0,32.54993438720703,-104.81887817382812,-313.0,17.603342056274414,-143.2999267578125,-60.0,21.960100173950195,-135.62790489196777,-64.0
