time[s],MCP,PIP,DIP,TIP
0.054888891987502575,480.24047223345207,475.15727974840735,470.28353838009195,469.38655582032084
0.1150288621429354,479.4950311445952,474.92805652209665,470.004383183479,469.06510978195496
0.17298034206032753,480.40897918737625,474.92805652209665,470.004383183479,469.06510978195496
0.2318348940461874,480.40897918737625,474.92805652209665,468.6274269967082,469.06510978195496
0.295062585035339,477.08099424660026,473.85839973306133,469.7147358489476,468.7761857642411
0.35813219915144145,479.3554514467046,474.92805652209665,470.004383183479,469.06510978195496
0.42073494917713106,479.3554514467046,474.7010434207034,469.7272782584881,467.63743239705803
0.4811811421532184,477.99479438916416,472.56274862291804,468.35079324663894,467.63743239705803
0.5402122761588544,477.8578019928729,473.40760490266814,466.99019503353094,465.9252166665396
0.6013266830705106,476.80524811344424,472.3389619022672,466.99019503353094,465.9252166665396
0.6625146740116179,478.1650197920445,473.40760490266814,467.27884438593793,466.2131697490367
0.722568177152425,475.6186718920599,470.75729775640457,464.5475234817808,464.4807714836847
0.7835933021269739,476.67092427807023,470.5382878212666,463.72664984518093,461.3678866553435
0.8428686980623752,476.67092427807023,470.5382878212666,464.01242559732316,461.65455305919784
0.9012355650775135,474.56641903178166,470.5382878212666,464.01242559732316,460.550119528476
0.9623047451023012,476.80524811344424,471.6052658336269,464.01242559732316,460.550119528476
1.0232819970697165,476.67092427807023,471.387972938203,462.6644310133061,459.1428010446188
1.0836061341688037,476.36650723326113,470.8820271604011,462.93892919428833,457.4405007853993
1.1440939081367105,476.36650723326113,470.0314062247806,462.11720096025294,457.4405007853993
1.2029285810422152,475.31492715666883,469.8166846214232,462.11720096025294,456.05375737247124
1.2607656309846789,474.3971587124175,470.0314062247806,462.11720096025294,456.05375737247124
1.319752419134602,475.14758972686025,469.7434576051818,461.8338030878557,456.05375737247124
1.383741764118895,473.96247868111453,470.169279299591,462.13956802471864,455.1717901878083
1.4476978559978306,472.6135650558214,468.61103204312855,458.39698379671387,449.91900819637686
1.5108247911557555,472.18636194346067,468.40493918253947,455.7471200722758,447.16983034213416
1.5740154990926385,471.1370610984058,465.99763974313976,453.3501866697484,444.70481022803693
1.6401266541797668,472.0573092098832,465.7945791833032,453.07154838327915,442.5141454105168
1.702437689062208,471.1370610984058,464.9361413043083,452.83134938937525,441.9764921585874
1.768971252022311,470.8440514301184,465.5135816923983,452.3571451521601,443.36837564819984
1.8285063810180873,470.97525524288153,463.11521140023245,448.6261341648163,443.3968877315287
1.888635030016303,470.5532578285535,459.55421196470905,444.7261673063848,437.66924048447896
1.9488039980642498,468.2028981899658,456.1690390223649,440.58426134158225,433.1264116202437
2.008594232145697,468.2028981899658,454.8358024073218,439.3003877480757,433.49010255549433
2.0667658511083573,468.2028981899658,455.1081806855734,438.01960026324053,433.27472844567717
2.126531937159598,467.79172427536247,454.0473217936799,435.94192593172005,432.91840799574317
2.18786938698031,466.7452096484698,453.849230764579,436.74188356389084,434.3017805508031
2.2459604791365564,466.7452096484698,450.86474773008564,435.4672277719686,432.0243473019628
2.3049840580206364,466.62410964719106,451.72844169264374,434.66724680954417,433.3753122658579
2.3653557770885527,465.6986966471213,445.5604584947908,434.4630846461481,432.4967361804449
2.4250954031012952,465.6986966471213,441.1244866159096,429.99303875034246,426.56979155157944
2.4854653279762715,464.7750773769123,430.09608827017854,429.99303875034246,425.31374445938627
2.5450029419735074,464.7750773769123,430.9682052711195,432.9943842853007,424.7649067401416
2.6020659941714257,464.7750773769123,432.02970220897373,433.0659711370655,423.8957280606933
2.660284873098135,464.90031042718607,433.28198615711585,433.3370746071907,424.788794585716
2.722420449135825,465.15778164775753,433.93242310520134,430.62555943751664,421.3360492498422
2.7820576450321823,462.93315900296165,437.92140678601277,433.55113830702095,422.6322910511893
2.84158098208718,462.806165027486,439.2502216842091,429.43416607834104,420.37629677860156
2.9015257039573044,460.8384386976813,441.4485325353238,429.9676261216422,418.6393004200381
2.959896869957447,459.91951930383834,445.77972919378396,428.7754303171906,419.50322730111407
3.019206312019378,459.79107957817814,446.055834997116,427.5510164483473,419.50322730111407
3.07870854716748,458.87186588144675,444.52071139528766,427.38999101268774,419.4380715410316
3.1379469020757824,457.4176527767949,450.03538245477426,427.38999101268774,419.2707780550108
3.197035696124658,457.8242145247523,447.90755612646177,427.38999101268774,419.4380715410316
3.257465427974239,458.59260096558677,448.69543102975234,427.2310293115218,419.4380715410316
3.3159233811311424,455.58118748371305,447.90755612646177,427.07413364928357,419.5006705437714
3.37649511708878,454.81051053304213,447.90755612646177,428.29115709393545,419.04660849139947
3.4360810650978237,456.49856944094756,446.84364266012284,426.9579761015878,419.8228630784766
3.493933245074004,452.31051049112716,445.58415789080897,425.85995210457844,419.8857206395334
3.5559552700724453,433.7131601170991,444.0540576508742,425.55726468882256,418.8033280695006
3.616468884050846,430.5703109774834,443.863062206574,427.23378157198863,418.7047485176994
3.6802766281180084,430.5703109774834,446.0722341980322,426.9504217342454,419.21072145035225
3.741020047105849,429.6491785419904,444.7356071972773,426.5371961828195,419.21072145035225
3.8013200480490923,429.6491785419904,442.6998120078735,425.6192947692367,419.3285599497327
3.86037069815211,427.81324242720683,445.69930256826893,426.4088054067165,419.9392294914077
3.9206167650409043,428.47507734562134,443.3945309690607,424.8213270264199,419.78945963383984
3.980700737098232,425.71611888445153,444.4552848692185,424.8213270264199,418.7373567029541
4.043518474092707,426.7646798747455,438.97298208300924,424.69559787851165,419.43467534425065
4.101717696059495,427.55332967293765,439.5839577963113,423.51844250447755,418.3834620139897
4.160113718127832,426.50540446545835,440.64319695135987,423.39721889983764,418.2465872486286
4.2201229659840465,426.3798452687284,441.70243610640836,422.735840628107,418.6714204182859
4.281698146136478,426.50540446545835,438.3502953598118,424.0582413556133,419.0162347945528
4.340534873073921,426.3798452687284,439.13854036672296,423.78742286558537,419.7207224692035
4.401530220173299,427.16949468677535,440.19670570734394,423.4010377559328,420.42746817354737
4.461993156000972,429.3900241510958,440.4679306334253,423.4010377559328,419.3790207780806
4.523644804023206,429.3900241510958,438.9657107458502,425.3862806874719,421.1983555640164
4.58138452610001,430.43731746924294,438.9657107458502,424.2223470228376,421.0768075155088
4.64137493702583,430.43731746924294,437.73766802839845,424.89216245654654,422.83677955871946
4.701965791173279,430.43731746924294,439.8523423309539,426.10053435939636,424.1053276610166
4.762453484116122,431.48460875542577,438.62642880470673,425.83131357766706,423.7737955967823
4.823232511989772,432.5319015712262,438.8973171426656,427.82064218365315,424.4918765758114
4.883489259053022,432.40441458493314,438.7309725619297,429.03409512328824,425.4877350546898
