time_count,WRIST_distance,THUMB_CMC_distance,THUMB_MCP_distance,THUMB_IP_distance,THUMB_TIP_distance,INDEX_FINGER_MCP_distance,INDEX_FINGER_PIP_distance,INDEX_FINGER_DIP_distance,INDEX_FINGER_TIP_distance,MIDDLE_FINGER_MCP_distance,MIDDLE_FINGER_PIP_distance,MIDDLE_FINGER_DIP_distance,MIDDLE_FINGER_TIP_distance,RING_FINGER_MCP_distance,RING_FINGER_PIP_distance,RING_FINGER_DIP_distance,RING_FINGER_TIP_distance,PINKY_MCP_distance,PINKY_PIP_distance,PINKY_DIP_distance,PINKY_TIP_distance
0.23421189188957214,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875,5288.528981902875
0.4184638289734721,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072,4981.748524846072
0.4948242858517915,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064
0.5733674080111086,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112,5634.992407037112
0.6483757148962468,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064,5181.68997227064
0.7213705070316792,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134,5370.947543853134
0.7912143899593502,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803,5030.589214250803
0.8605118810664862,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452,5398.420436321452
0.9265607229899615,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919,5207.636664971919
0.9874870129860938,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584,5155.743485528584
