time_count,THUMB_3,THUMB_2,THUMB_1,INDEX_3,INDEX_2,INDEX_1,MIDDLE_3,MIDDLE_2,MIDDLE_1,RING_3,RING_2,RING_1,PINKY_3,PINKY_2,PINKY_1
0.2225076149989036,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4025839949990768,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.43223749099888664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.4578099229984218,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.48856874000011885,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.5153541239997139,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.5432567119987652,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.5705746909989102,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.5986940959992353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.6233790339992993,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.6496788339991326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.6777041829991504,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.7284513659997174,2.8599892752556286,9.474048347619856,94.9933015049772,98.50373760609807,nan,nan,21.973747550805882,15.664095684875605,86.57331494534361,4.386091947821313,19.192803866326585,1.0933310658402036,18.81228011587214,31.14342065066637,4.633723924307418
0.7692068749984173,11.692113815601033,5.187884854460123,16.240422026054745,101.17206100595837,nan,nan,22.298311073353943,18.735305615416138,83.65487004629394,5.72518118667702,20.49347019511768,1.1360159317381715,19.48010493990307,28.011556394072045,7.4375345024740795
0.8111507089997758,8.702163425924965,0.007874033167183825,8.690469546548485,19.26635960677129,24.330152854043547,89.21188186165327,19.318781727330077,22.111757325819525,44.06774113405888,9.89692145063401,20.214184996949342,5.30992273723848,13.295900294093826,30.373421915680638,10.73065215260553
0.8541682009999931,6.716946015038673,4.925881965393415,1.7614220210851954,21.78662322491678,94.83136006860337,nan,18.73091118137262,18.502901080339683,42.26683592261264,9.208930055734015,20.61436951884062,3.8751952948253177,11.561886024851816,33.512058494171015,6.537081381435655
0.893911532999482,8.228409528296652,0.07499262743885993,10.46310851858891,23.987278003016172,94.24627222120692,nan,18.6998622702601,21.410425883294607,39.04189686922203,9.03106661541085,22.906936050044436,7.247514926377164,13.338552966879831,34.99823767568725,10.630180319409476
0.9501008329989418,4.84629947332499,4.354241926822567,1.6079048894845016,21.925036574550518,95.29138104508213,nan,19.204337303928753,22.759444180400834,40.692658646976355,9.491121838259374,21.971933680078507,6.304026713980079,10.101981223009005,34.06673888598212,8.251348664580775
0.9729534629987029,6.73821738885141,2.2865926741059184,2.743632712650111,22.340230434879942,56.49076581050976,69.09283268922967,19.189725257624758,23.454662257898974,42.288876060768445,9.98718825043008,23.93174034606548,5.914159206875809,9.680518234330066,34.50224379644263,10.45589027346719
1.0294629119998717,6.9031373878762,4.66100916126004,4.925086860079318,23.42898921983172,95.2290375066106,nan,19.82638253198897,21.908083451664652,44.58909825406914,10.580762278049832,23.186515589960948,9.13090284777897,10.580835358867716,31.02421008878008,6.459115128177729
1.0526609709995682,5.106077455492596,3.6310204428664576,2.6274783299236333,26.364265841345883,91.9899013412695,nan,19.51861904845083,20.776839958339366,41.0621154336298,11.392652475270495,21.4014541943302,8.70570881947279,11.908329534989406,34.37605075637151,13.984227122730829
1.1098446839987446,8.45601159879115,2.6083518091773215,0.5080291964347055,24.636940677367534,93.1907676158486,nan,19.43086133353347,23.68748607082381,43.72201256466235,9.467394294173403,23.088337381381535,6.82294913416942,12.951595095198257,32.422606633421566,10.713148634606938
1.1338568219998706,7.137494640242096,7.334453331060445,8.255028928872036,22.60978529762312,93.58462337024653,nan,17.91643989671013,24.163546550333393,42.689509991745524,8.733009524145615,25.421412315139122,11.021594046273577,12.803064174010217,29.44807552335621,6.683387582943311
1.1889954779999243,6.711839068127347,6.589584484699628,0.045525870077199215,24.153830895709262,94.10530988915261,nan,20.886304753963515,22.123405970614584,38.82957743421096,11.11025374160414,19.430849950148684,1.407006293333211,12.642447790708246,33.04829901961128,10.625288421131131
1.213099816999602,6.756156735761522,2.1569482464095415,3.1056172418832944,22.49911373640552,94.71850202988028,nan,19.06454973455382,21.82866260408997,37.60439340535672,8.63615089712792,23.296481215993197,7.236049785530781,13.57106224001356,28.962785539428523,8.017888759952683
1.2685949339993385,6.827822412468095,0.05733872849245358,2.0524519813203597,21.49084603593235,44.270861473304194,82.00871754808499,18.546833368270057,22.551652298306493,39.629161352529934,8.749538970450118,23.834850199837632,7.371908493720525,11.111758696000635,35.63592286478149,9.606588442589782
1.290725945998929,6.335751764440403,1.3064873244422586,6.467093786772864,22.443113726480078,55.80967044908576,75.10571791462564,17.79126641314906,25.825575682883738,41.88965765761563,11.946602227845204,19.022415025756032,6.792188203903066,13.492232204955712,32.40770442590002,12.002061662908972
1.3468555899999046,1.4076217182743846,1.8910042425301867,1.4625473321841014,20.292975553972695,52.66541213676061,72.01933132287459,16.649077235780766,21.582689496551353,35.940618203622364,8.099104971773386,21.086479789129584,9.617221502788396,17.1516322812939,26.55474862302836,10.809188160662103
1.3704301869984192,4.512845640877657,4.995671802565482,109.0113898599272,18.557400129254063,49.47159412926172,75.02741192224153,14.26892065179598,17.147728335460755,44.64964066966695,8.138891994602432,25.144984206240707,11.633086987392716,17.757166996991288,33.82864575281647,10.163137040279537
1.410197444000005,10.726587808495793,10.327315485091106,110.11879278318537,13.97433001649523,36.33174358181708,28.327657930303502,10.706341398998717,21.818334713762624,33.048848379190815,7.459435863013766,23.330461795263744,6.46743870492017,17.42198836585237,32.23411815727519,16.430908798212982
1.4521403629987617,14.526708639977329,6.278317524907891,23.32168103179967,14.540343546830456,23.478097874964647,43.64169568540623,10.938978197597862,18.773592114311697,22.164102412386313,7.5731139687169104,21.419352033685755,4.770647848660843,14.253377980208228,36.14810751411699,12.429517786945013
