time[s],Joint0_x,Joint1_x,Joint2_x,Joint3_x,Joint4_x,Joint0_y,Joint1_y,Joint2_y,Joint3_y,Joint4_y,Joint0_z,Joint1_z,Joint2_z,Joint3_z,Joint4_z
0.052537628915160894,0.5624133348464966,0.710521399974823,6.792535600652627e-07,-61.777278900146484,-17.454164505004883,363.0,-59.240936279296875,-60.366878509521484,353.0,-59.995277404785156,-87.03656768798828,343.0,-62.555667877197266,-110.34862518310547,335.0
0.11207770789042115,0.5612092018127441,0.7101744413375854,6.812906576669775e-07,-61.086971282958984,-16.641752243041992,364.0,-59.240936279296875,-60.366878509521484,353.0,-59.995277404785156,-87.03656768798828,343.0,-63.53670120239258,-110.67802429199219,336.0
0.17186941485852003,0.5615695714950562,0.7106797695159912,6.796267939535028e-07,-62.11764907836914,-16.687471389770508,365.0,-60.24561309814453,-60.53788757324219,354.0,-60.806129455566406,-86.2257080078125,343.0,-64.33100891113281,-110.67802429199219,336.0
0.2295723119750619,0.560023844242096,0.7100427150726318,6.67820415856113e-07,-61.94746398925781,-16.641752243041992,364.0,-60.07542419433594,-60.366878509521484,353.0,-61.61697769165039,-86.2257080078125,343.0,-64.52246856689453,-110.21074676513672,337.0
0.29041332588531077,0.5602667927742004,0.7099802494049072,6.7280836901773e-07,-62.807960510253906,-16.641752243041992,364.0,-61.08246612548828,-60.53788757324219,354.0,-61.61697769165039,-86.2257080078125,343.0,-65.31912994384766,-110.21074676513672,337.0
0.3506329490337521,0.5613254904747009,0.7101430892944336,6.746785743416694e-07,-62.807960510253906,-16.641752243041992,364.0,-60.24561309814453,-59.70103454589844,354.0,-61.7966194152832,-85.66388702392578,344.0,-65.12530517578125,-109.08940887451172,336.0
0.41608257591724396,0.5608190298080444,0.7092573642730713,6.724179115735751e-07,-61.94746398925781,-17.502246856689453,364.0,-60.07542419433594,-60.366878509521484,353.0,-60.806129455566406,-86.2257080078125,343.0,-64.33100891113281,-109.88371276855469,336.0
0.4782584218773991,0.5637702345848083,0.7112471461296082,6.7582669771582e-07,-60.91914749145508,-17.454164505004883,363.0,-59.07311248779297,-61.02799987792969,352.0,-60.628849029541016,-87.59130859375,342.0,-64.13954162597656,-111.14055633544922,335.0
0.5367336629424244,0.5633084774017334,0.711053192615509,6.906096814418561e-07,-60.75132751464844,-16.55031394958496,362.0,-59.07311248779297,-60.195865631103516,352.0,-59.82036590576172,-86.7828140258789,342.0,-63.34760665893555,-111.14055633544922,335.0
0.596450133016333,0.5648943185806274,0.7126150727272034,6.883372520860576e-07,-60.5835075378418,-16.504594802856445,361.0,-58.73747253417969,-59.853843688964844,350.0,-59.645450592041016,-86.52906036376953,341.0,-62.96940994262695,-110.4770278930664,333.0
0.6541836699470878,0.5643081068992615,0.7119515538215637,6.94817686053284e-07,-60.5835075378418,-16.504594802856445,361.0,-58.90529251098633,-60.85462188720703,351.0,-59.47053909301758,-87.0790786743164,340.0,-62.96940994262695,-110.4770278930664,333.0
0.713454277953133,0.5666965246200562,0.7090485095977783,7.104548558345414e-07,-59.56464767456055,-19.011993408203125,360.0,-56.91958236694336,-62.15793991088867,349.0,-57.52264404296875,-88.16490936279297,338.0,-61.21062088012695,-111.71495819091797,332.0
0.7713094400241971,0.5660772323608398,0.7094130516052246,7.176386134233326e-07,-58.550514221191406,-18.959182739257812,359.0,-56.91958236694336,-62.15793991088867,349.0,-56.72361373901367,-88.96392822265625,338.0,-60.4257698059082,-112.49980926513672,332.0
0.8297102658543736,0.5686647891998291,0.7113021612167358,7.2228624503623e-07,-58.387420654296875,-18.9063720703125,358.0,-55.933815002441406,-62.80250930786133,348.0,-56.55579376220703,-88.70072174072266,337.0,-60.2437629699707,-112.94344329833984,331.0
0.8907621488906443,0.5683068633079529,0.7117509245872498,7.238832608891244e-07,-57.541107177734375,-18.9063720703125,358.0,-55.11114501953125,-62.80250930786133,348.0,-55.75912857055664,-88.70072174072266,337.0,-59.281639099121094,-112.60222625732422,330.0
0.9547534959856421,0.5696183443069458,0.7132788896560669,7.486397066713835e-07,-57.38037872314453,-18.853559494018555,357.0,-55.11114501953125,-62.80250930786133,348.0,-54.96246337890625,-88.70072174072266,337.0,-58.501522064208984,-112.60222625732422,330.0
1.0172268969472498,0.5674643516540527,0.7120446562767029,7.291651513696706e-07,-56.53643035888672,-18.853559494018555,357.0,-54.13247299194336,-62.62204360961914,347.0,-54.79936981201172,-88.43751525878906,336.0,-58.32424545288086,-112.26100158691406,329.0
1.0782104670070112,0.5683972835540771,0.7124044299125671,7.225853551062755e-07,-56.53643035888672,-19.697507858276367,357.0,-53.976470947265625,-62.44157409667969,346.0,-54.63627624511719,-88.96625518798828,335.0,-58.146968841552734,-112.6951675415039,328.0
1.1414501608815044,0.569073498249054,0.7103555202484131,7.427144055327517e-07,-56.21969985961914,-19.587158203125,355.0,-53.82046890258789,-63.07668685913086,345.0,-53.68360137939453,-89.49026489257812,334.0,-57.19666290283203,-112.3515853881836,327.0
1.2003534589894116,0.5690026879310608,0.7074185609817505,7.210585408756742e-07,-55.3804817199707,-21.265594482421875,355.0,-53.00489044189453,-63.07668685913086,345.0,-53.362144470214844,-88.16954040527344,332.0,-56.32209777832031,-109.87247467041016,322.0
1.2599174538627267,0.5699867010116577,0.7066036462783813,7.21093329048017e-07,-54.38762664794922,-22.04254722595215,354.0,-53.00489044189453,-63.892269134521484,345.0,-52.57729721069336,-88.16954040527344,332.0,-55.388336181640625,-108.77240753173828,321.0
1.320269132964313,0.570000410079956,0.7033978700637817,7.289079917427443e-07,-53.39949417114258,-23.64926528930664,353.0,-52.189308166503906,-64.70784759521484,345.0,-52.26056671142578,-89.19863891601562,330.0,-54.45930862426758,-110.70298767089844,320.0
1.3778544829692692,0.5704907178878784,0.700268566608429,7.224330715871474e-07,-53.24822235107422,-24.414396286010742,352.0,-51.07590866088867,-65.95442962646484,343.0,-51.48044967651367,-89.978759765625,330.0,-53.535011291503906,-111.86527252197266,319.0
1.4379633129574358,0.5713000297546387,0.6974890232086182,7.132023256417597e-07,-52.41609573364258,-26.078651428222656,352.0,-50.26506042480469,-66.7652816772461,343.0,-50.239418029785156,-89.93379211425781,327.0,-52.284523010253906,-110.81324768066406,316.0
1.4985673290211707,0.5729796290397644,0.6945070624351501,7.011344678176101e-07,-51.43742370605469,-26.834325790405273,351.0,-49.310028076171875,-65.76214599609375,342.0,-49.46638870239258,-88.38774108886719,327.0,-51.953609466552734,-107.885009765625,314.0
1.5630525909364223,0.5723633766174316,0.6954712867736816,6.780727517252672e-07,-50.607662200927734,-26.834325790405273,351.0,-49.310028076171875,-65.76214599609375,342.0,-49.46638870239258,-88.38774108886719,327.0,-51.788150787353516,-106.80150604248047,313.0
1.626165669877082,0.5727946162223816,0.6979014873504639,6.645040571129357e-07,-49.63608169555664,-26.757875442504883,350.0,-48.50154113769531,-64.14517211914062,342.0,-49.163841247558594,-84.7739486694336,325.0,-52.192440032958984,-101.70783996582031,311.0
1.6885188689921051,0.5725888013839722,0.6966787576675415,6.576499345101183e-07,-49.63608169555664,-25.930477142333984,350.0,-48.35972595214844,-62.34536361694336,341.0,-49.01256561279297,-82.98123931884766,324.0,-51.291778564453125,-99.91513061523438,310.0
1.7476845148485154,0.5751903057098389,0.6968896985054016,6.64309936837526e-07,-49.63608169555664,-25.930477142333984,350.0,-48.50154113769531,-61.71970748901367,342.0,-48.09772491455078,-81.9615478515625,323.0,-50.39584732055664,-98.86234283447266,309.0
1.8056335479486734,0.5744783878326416,0.6964812874794006,6.520648980767874e-07,-49.63608169555664,-25.10307502746582,350.0,-48.35972595214844,-61.539241790771484,341.0,-48.24663162231445,-81.44935607910156,324.0,-50.39584732055664,-98.13186645507812,309.0
1.8625804230105132,0.5747953653335571,0.6971437931060791,6.488115786851267e-07,-49.63608169555664,-25.10307502746582,350.0,-47.693050384521484,-60.91122055053711,342.0,-48.24663162231445,-79.91748809814453,324.0,-50.39584732055664,-96.67091369628906,309.0
1.9208050589077175,0.5757732391357422,0.6955853700637817,6.209276648405648e-07,-48.808677673339844,-25.10307502746582,350.0,-47.83250427246094,-59.46762466430664,343.0,-48.24663162231445,-78.3856201171875,324.0,-51.12632369995117,-93.74901580810547,309.0
1.9810252939350903,0.5775112509727478,0.6972348690032959,6.110810204518202e-07,-47.98128128051758,-25.10307502746582,350.0,-46.076080322265625,-57.67727279663086,342.0,-47.62724304199219,-74.78605651855469,325.0,-50.96086502075195,-87.62073516845703,308.0
2.042031958932057,0.5793958306312561,0.6999556422233582,5.889355634280946e-07,-47.84419250488281,-24.206317901611328,349.0,-44.329105377197266,-55.09025192260742,341.0,-45.461795806884766,-71.16284942626953,326.0,-50.06966018676758,-82.25601959228516,307.0
2.103408409981057,0.5782158970832825,0.6984272003173828,5.617932288259908e-07,-47.01915740966797,-24.206317901611328,349.0,-43.395347595214844,-55.732460021972656,340.0,-45.461795806884766,-69.62152099609375,326.0,-49.18318176269531,-76.92439270019531,306.0
2.163625248009339,0.5808688402175903,0.7004370093345642,5.65699338039849e-07,-47.01915740966797,-24.206317901611328,349.0,-43.395347595214844,-54.92869567871094,340.0,-44.554046630859375,-68.63966369628906,325.0,-47.580413818359375,-75.95199584960938,305.0
2.223719809902832,0.577056884765625,0.6975802779197693,5.388595809563412e-07,-46.884429931640625,-24.136959075927734,348.0,-43.26771545410156,-55.56854248046875,339.0,-44.27986526489258,-67.45368957519531,323.0,-48.30143356323242,-73.78893280029297,305.0
