time[s],MCP,PIP,DIP,TIP,Wrist_X,Wrist_Y,Wrist_Z,MCP_X,MCP_Y,MCP_Z,PIP_X,PIP_Y,PIP_Z,DIP_X,DIP_Y,DIP_Z,TIP_X,TIP_Y,TIP_Z
0.0502805467694997,0,0,0,0,590,203,282,456,167,281,386,176,279,342,186,279,299,192,282
0.1109352661296725,0,0,0,1,586,204,281,455,170,281,384,178,279,341,188,278,299,194,0
0.1703914287500083,0,0,0,1,585,205,281,453,171,281,383,181,279,341,192,278,299,197,0
0.2332955957390368,0,0,0,0,586,204,281,454,171,280,384,180,279,341,191,278,299,196,281
0.2926455028355121,0,0,0,0,584,203,281,454,170,281,383,179,280,340,189,280,298,194,283
0.3515227157622576,0,0,0,1,582,203,282,452,170,281,383,179,280,340,189,280,299,194,0
0.4126303507946431,0,0,0,0,584,204,282,451,171,282,382,181,281,340,191,281,298,197,284
0.4723171587102115,0,0,0,1,583,205,282,453,171,282,383,181,280,340,192,280,298,198,0
0.5312400008551776,0,0,0,1,582,203,281,452,173,281,382,184,279,340,196,279,299,203,0
0.5897875567898154,0,0,0,1,583,205,281,451,173,282,381,184,279,339,196,278,298,203,0
0.6488695661537349,0,0,0,1,584,205,282,452,172,281,382,183,279,339,195,279,298,202,0
0.7099717599339783,0,0,0,1,586,205,281,454,172,281,382,182,278,339,193,278,297,199,0
0.7692004931159317,0,0,0,1,583,205,280,453,173,280,382,183,278,340,194,277,298,200,0
0.827963856048882,0,0,0,1,583,205,280,454,173,279,383,183,277,340,194,276,298,201,0
0.8891646009869874,0,0,0,1,583,205,279,455,173,279,382,184,277,341,195,277,298,201,0
0.9490763037465512,0,0,0,1,583,205,279,456,172,279,384,183,277,342,194,276,299,200,0
1.007267160806805,0,0,0,1,582,205,280,456,172,280,383,183,277,340,194,277,297,200,0
1.0666000749915838,0,0,0,1,583,205,280,454,174,279,382,185,277,341,197,277,298,204,0
1.125078036915511,0,0,0,0,585,205,280,453,175,279,382,188,277,342,202,276,300,212,279
1.183548524044454,0,0,0,0,586,204,280,453,175,278,382,188,276,341,203,276,300,214,278
1.2422672710381448,0,0,0,0,587,204,279,453,175,279,383,188,276,342,205,275,302,218,277
1.3007226791232824,0,0,0,0,589,204,280,453,175,278,382,189,276,342,207,275,303,220,276
