t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
0.0918894,21.4402,16.2039,9.68156,26.0357,9.78836,12.6307,13.6119,6.75733,5.96864,3.40941,10.8121,5.01832,6.14912,15.5747,16.9599,0,528,0,0,0
0.191895,19.1851,17.0502,1.72759,26.8627,10.1812,90.9428,14.0584,6.48134,3.49665,3.58441,9.05852,5.88776,4.94597,7.27691,6.2778,0,526,0,0,0
0.291929,18.8951,17.8076,7.56701,26.126,9.17567,18.5278,15.6091,9.98929,4.95309,2.37535,5.73407,1.14313,2.4534,6.0092,6.57838,0,524,0,0,0
0.391898,23.0178,17.8434,8.97587,24.768,13.7847,23.4416,14.7917,9.60939,6.90637,3.68151,7.22778,6.10316,3.08363,7.49272,11.5989,0,522,0,0,0
0.491879,21.2273,16.2978,5.62596,26.4072,12.2204,16.6331,14.0026,7.05214,7.44478,5.57919,8.65341,5.08798,3.08301,8.16914,11.593,0,520,0,0,0
0.591902,23.9664,21.0879,14.6485,27.176,10.7162,15.8358,15.6165,8.3975,9.26722,2.85304,6.8568,5.09094,5.33131,8.1591,9.11212,0,512,0,0,0
0.69192,19.6302,17.2337,7.5235,26.2499,13.6539,15.1036,15.3772,9.60939,7.87398,4.77114,12.6564,6.99856,6.30962,5.86572,7.95389,0,499,0,0,0
0.791965,25.3097,19.5295,11.7251,25.9493,15.9521,18.8105,13.7486,11.4175,9.62998,3.87593,7.72545,3.68889,4.83847,7.9937,14.2626,0,488,0,0,0
0.891918,24.7572,14.6065,8.32556,26.513,27.289,20.6392,13.6433,8.84166,9.21056,1.89281,5.88532,6.10273,3.9089,5.97699,5.55534,0,482,0,0,0
0.991913,22.8993,14.2021,7.18854,32.2542,45.1391,41.7918,15.6121,1.96288,105.768,3.97983,10.0475,3.87699,5.1087,5.42957,6.15998,0,473,0,0,0
1.09194,23.438,11.9619,8.10889,30.411,48.7732,37.8947,16.2972,4.47853,9.02398,5.004,10.4497,95.6392,5.10603,6.51247,9.50085,0,470,0,0,0
1.19195,19.5141,9.86531,22.149,30.9978,47.006,50.8592,12.7181,15.1912,15.7528,5.47367,12.5735,8.94979,4.27141,7.38783,10.0068,0,466,0,0,0
1.29197,24.778,13.4189,22.5115,42.1425,76.1922,147.446,12.9104,3.38055,7.20255,5.08156,15.0852,91.2442,3.87094,4.26927,2.8122,0,462,0,0,0
1.392,24.3666,12.7825,19.615,44.9715,69.9225,148.125,16.6649,3.9042,6.80993,5.21243,14.0891,91.938,8.81434,13.8299,14.6439,0,458,0,0,0
1.49193,28.1279,8.14243,20.7638,44.7145,53.4613,129.942,15.9862,8.89534,8.63769,3.94207,5.74123,97.8701,5.67855,10.8155,12.0951,0,452,0,0,0
1.59195,26.6335,10.6575,20.2721,43.3189,50.1536,107.878,19.2636,8.8073,6.77326,3.92921,13.4743,4.62814,7.87517,10.6044,7.20087,0,451,0,0,0
1.69196,26.3881,8.69789,18.8722,37.5481,55.9322,88.5523,18.5128,8.94186,9.65083,2.82701,12.3371,93.6363,6.21259,9.9534,7.1332,0,452,0,0,0
1.79198,26.8724,6.01265,19.2611,34.0016,104.425,21.9472,17.8004,10.968,10.2763,2.46488,10.1202,4.91242,4.80972,6.91791,3.13399,0,454,0,0,0
1.89203,28.7552,6.64732,14.9424,28.4444,122.308,8.5572,16.0765,7.0166,10.1902,2.80495,13.9218,12.9121,3.92561,5.19582,2.59903,0,452,0,0,0
1.99195,28.5522,5.79562,15.2891,29.0468,113.916,17.13,16.9442,11.6136,14.2674,2.34262,10.8573,5.80643,1.58441,4.43202,3.16801,0,455,0,0,0
2.092,29.5963,5.83496,13.2896,31.5218,123.253,6.66541,16.619,10.2386,13.6561,1.76226,8.88442,8.72636,5.44919,7.07219,4.69604,0,455,0,0,0
