t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
1.72327e+09,107.619,14.7311,14.4249,84.0291,7.58154,9.49202,77.4072,10.7177,1.95413,71.7258,16.1462,6.42393,-nan,180,-nan,165,159,135,168,159
1.72327e+09,109.706,12.4823,13.3928,82.95,7.94136,7.26778,77.6096,8.75388,3.14541,71.8347,16.554,6.53181,-nan,-nan,-nan,166,159,135,168,159
1.72327e+09,112.247,10.6906,18.0312,81.9351,9.15315,8.65743,78.1482,8.71088,5.06029,71.2127,17.0691,7.91,-nan,-nan,-nan,162,159,134,165,159
1.72327e+09,113.498,10.0229,14.5758,83.0596,11.5936,7.67571,78.06,9.48659,4.39607,73.4989,14.6739,11.152,-nan,-nan,-nan,165,159,134,166,158
1.72327e+09,114.976,8.79425,17.0461,83.596,10.2092,11.2382,78.2454,9.0218,4.75078,74.7407,13.6253,4.36074,-nan,-nan,-nan,164,157,135,167,157
1.72327e+09,112.03,7.81361,11.7358,83.2815,8.88912,11.6304,79.0708,8.10764,5.08433,73.4617,18.5433,17.4733,-nan,-nan,-nan,165,160,135,170,159
1.72327e+09,111.527,11.9897,18.633,83.2942,7.4805,7.70067,78.3175,8.82086,4.20129,72.6746,18.0423,10.9694,-nan,-nan,-nan,167,159,136,168,161
1.72327e+09,113.116,10.2352,15.4453,85.0228,9.49672,9.2496,79.7511,8.21101,5.00777,74.0751,17.353,13.4224,-nan,-nan,-nan,166,161,139,177,160
1.72327e+09,111.728,10.3517,19.2067,83.922,11.963,11.1363,79.8824,9.87162,7.92359,74.2974,15.5813,6.1204,nan,-nan,-nan,166,161,140,195,161
1.72327e+09,31.5544,15.01,21.379,8.75436,12.5495,10.9636,5.55741,12.1695,9.97527,13.2792,13.2208,6.81739,-nan,-nan,-nan,166,163,143,207,161
1.72327e+09,38.1378,10.9123,16.8539,11.7935,22.4409,9.21462,3.02181,8.89045,4.99982,9.06154,19.4234,8.06523,-nan,-nan,-nan,162,161,147,207,161
1.72327e+09,114.026,11.5311,15.228,85.9004,44.7527,26.3095,117.544,72.8003,36.7472,73.6961,16.3299,6.42487,-nan,-nan,-nan,161,164,148,208,160
1.72327e+09,38.0195,6.00552,15.7242,15.9624,82.8517,44.9165,8.98826,15.6953,9.63869,9.85786,14.4472,7.30454,-nan,-nan,-nan,164,163,150,211,162
1.72327e+09,33.211,4.97947,18.9375,19.5061,154.229,13.2983,1.94875,27.3515,4.91823,12.8843,16.9742,5.7038,-nan,-nan,-nan,164,164,148,208,159
1.72327e+09,35.2746,2.19113,14.1474,15.3459,129.237,11.2117,4.50303,30.3252,7.09242,11.0202,24.8853,18.2514,-nan,-nan,-nan,164,164,148,212,162
1.72327e+09,34.8723,6.82432,17.3776,14.6286,175.122,38.2098,2.68578,31.5776,8.11006,11.256,23.2477,9.19793,-nan,-nan,-nan,164,167,149,208,159
1.72327e+09,113.584,8.82103,21.5827,99.1412,162.754,37.4361,74.5882,29.8166,9.81353,73.9737,22.8218,7.77144,-nan,-nan,-nan,167,171,152,209,159
1.72327e+09,34.3581,6.55673,15.7039,16.9487,143.61,12.5396,5.76896,31.0299,13.665,11.3902,23.3015,9.53078,-nan,-nan,-nan,165,169,149,210,159
1.72327e+09,32.3389,7.9474,18.7811,11.0151,166.562,22.0451,6.42875,31.755,12.4499,8.84365,27.9255,10.6661,-nan,-nan,-nan,164,165,147,200,161
1.72327e+09,34.8762,6.22129,15.9784,10.9557,165.987,19.5412,6.04101,35.0204,14.0757,8.74636,27.1277,7.32284,-nan,-nan,-nan,164,163,140,177,162
1.72327e+09,35.1297,9.13776,20.5693,17.3432,171.711,28.1674,3.91561,35.6387,6.46802,9.37356,24.2266,9.91795,-nan,-nan,-nan,169,162,137,167,164
1.72327e+09,113.675,8.0791,19.9373,94.3159,165.261,16.9813,72.0974,33.4482,8.76687,74.82,29.143,11.5255,-nan,-nan,-nan,167,162,136,161,162
1.72327e+09,114.614,10.614,15.3729,101.697,105.062,23.6535,72.7427,27.8128,8.56301,75.7481,22.524,9.8236,-nan,-nan,-nan,165,162,137,161,162
1.72327e+09,119.645,13.1438,16.4717,91.1406,59.638,100.268,123.716,83.9032,41.8749,72.4716,19.309,7.15212,-nan,-nan,-nan,167,162,136,161,161
1.72327e+09,121.809,13.6485,18.7235,91.6448,10.6531,11.184,75.2419,11.5002,4.46278,73.5749,14.9755,5.2577,-nan,-nan,-nan,165,161,136,164,160
1.72327e+09,121.306,15.5257,20.0419,91.0328,7.99106,7.04372,76.621,11.0161,4.48234,74.8708,11.9311,6.57725,-nan,-nan,-nan,166,164,136,162,162
1.72327e+09,118.714,15.5294,20.4141,90.875,8.8111,9.33473,75.5185,11.0241,5.89409,71.389,17.0403,3.33425,-nan,-nan,-nan,167,161,136,160,161
1.72327e+09,118.786,14.2158,19.0275,92.4613,10.824,4.47001,75.4185,11.5877,4.11302,73.5845,15.5043,7.84361,-nan,-nan,-nan,166,161,136,162,163
