t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
1.72327e+09,113.026,2.14612,19.6982,80.9365,43.9624,28.2187,100.937,10.2986,55.6181,59.3454,18.9549,113.408,-nan,66.8054,6.59425,154,149,137,162,143
1.72327e+09,112.931,2.14989,17.5628,81.5484,32.4935,20.8146,70.5162,71.0759,101.627,58.327,31.141,102.373,-nan,68.8304,7.28326,155,149,137,161,144
1.72327e+09,111.733,3.73236,13.0367,83.0672,21.5105,13.0092,67.7869,15.9689,8.49727,60.4308,30.2784,101.521,-nan,69.075,7.24842,155,147,136,159,145
1.72327e+09,113.347,1.18797,16.9434,83.4366,18.6751,9.49504,68.8853,14.7486,8.33825,57.3081,27.0204,3.45087,-nan,69.6014,5.43104,156,149,136,158,144
1.72327e+09,114.705,3.46292,17.5586,81.9723,21.8364,12.1884,67.7411,12.2284,6.04936,59.4195,22.313,109.969,-nan,69.8225,2.28498,154,150,136,157,143
1.72327e+09,109.91,4.95214,14.8957,84.9407,17.0367,10.5867,67.9498,14.0723,7.19679,58.6361,27.4356,105.61,66.449,9.90985,7.63293,152,150,138,152,144
1.72327e+09,114.42,1.91926,17.823,84.6328,19.4796,10.4144,68.8965,15.2899,7.52887,59.9801,20.1663,111.723,-nan,-nan,68.4312,152,148,136,150,147
1.72327e+09,115.574,1.97807,12.9875,84.9313,17.4088,11.8798,69.8356,11.1968,3.95422,59.9894,24.2121,7.9631,-nan,-nan,-nan,153,150,135,152,145
1.72327e+09,112.273,4.33345,16.9,86.1325,9.06118,6.49794,72.6069,11.7821,10.4738,62.8666,19.4177,3.87737,-nan,-nan,-nan,153,149,137,151,147
1.72327e+09,113.144,4.06277,17.9268,84.5316,8.2701,4.47933,71.831,10.9774,8.38918,63.4001,20.5165,4.15457,-nan,-nan,-nan,153,149,136,154,147
1.72327e+09,115.976,4.36319,13.8198,84.2548,7.82935,6.74865,70.8219,12.9125,7.81545,63.1514,18.571,1.30764,-nan,-nan,-nan,151,149,137,155,146
1.72327e+09,111.6,7.41,18.3633,83.011,7.23677,6.3888,71.5055,13.7708,8.29205,63.0786,19.4642,4.78816,-nan,-nan,-nan,154,147,135,160,148
1.72327e+09,116.268,2.06077,15.4759,84.1353,7.846,6.42282,71.716,11.8788,7.05657,62.1417,20.7756,2.5362,-nan,-nan,-nan,156,148,136,168,146
1.72327e+09,110.321,9.26643,19.18,83.3881,8.94651,7.69914,71.7452,11.6108,5.66286,63.411,15.1286,5.89188,-nan,-nan,-nan,155,150,138,180,146
1.72327e+09,111.092,9.53113,22.1203,83.6622,10.7095,8.12005,69.7084,12.3004,5.97026,61.0679,20.095,2.23644,-nan,-nan,180,152,148,139,191,145
