t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
1.72326e+09,25.6209,5.26994,20.2906,18,14.0448,9.16848,6.82547,15.6855,83.7505,21.2504,24.352,27.7666,23.3416,9.64405,2.72079,404,359,288,345,313
1.72326e+09,21.2699,6.49992,16.2863,16.4788,12.7691,11.7936,4.72705,16.0005,10.6044,21.7753,22.7032,13.3221,20.6801,8.16895,3.39452,404,358,289,345,313
1.72326e+09,20.5352,3.50746,21.848,18.1232,14.2543,7.14446,3.23842,15.16,9.32156,19.1719,26.7443,28.4812,21.0106,7.4141,0.468888,404,358,293,344,309
1.72326e+09,27.9245,1.65025,15.8379,14.4326,11.4979,10.8386,5.9429,18.0702,83.0195,19.0734,37.3413,35.8916,24.3153,12.5474,24.7474,404,358,293,346,314
1.72326e+09,25.8097,7.99525,21.5673,14.5775,13.4342,10.582,7.28331,17.4947,14.0536,17.444,24.317,32.5899,22.1954,10.4943,9.43264,405,358,289,346,310
1.72326e+09,23.1343,1.49424,21.7855,23.0824,10.2686,12.3597,9.04245,18.7838,15.5815,21.6934,19.5675,4.46422,22.259,21.0251,15.7887,400,359,287,346,315
1.72326e+09,17.5451,0.768402,7.17509,26.6826,12.7767,18.8797,8.40773,13.442,87.09,19.2047,27.0349,38.8937,24.7415,6.94064,14.0121,22785,14081,1,0,0
1.72326e+09,24.2704,17.5722,11.4602,24.1002,8.49196,15.7209,6.02707,19.4119,80.9061,19.4015,21.914,24.4796,32.2518,11.7686,28.5312,401,359,286,340,309
1.72326e+09,19.0583,6.24059,20.5772,23.262,10.643,12.1823,3.13724,18.7591,79.7735,22.6743,23.9061,25.6453,28.5756,11.3315,17.5106,402,357,283,340,312
1.72326e+09,10.8675,28.6442,10.3184,12.283,29.9106,18.8137,15.1002,26.1933,44.2198,12.6425,28.9119,33.7249,10.7503,19.3677,11.3649,401,358,276,335,309
1.72326e+09,24.0148,12.1279,17.304,25.268,9.05974,18.3199,8.27931,17.8425,77.8149,26.3978,24.4322,50.3123,28.1452,21.176,10.1254,399,354,256,320,307
1.72326e+09,33.9587,76.1886,-nan,28.5757,17.7501,20.2496,6.99455,21.7139,22.9452,31.0109,28.8715,67.5677,31.7819,22.1588,121.341,395,353,241,303,309
1.72326e+09,27.6354,13.214,56.0836,22.1368,12.3259,22.2864,7.92187,25.0605,23.1048,32.6686,29.0422,89.6044,26.1111,9.83351,115.085,395,356,238,308,313
1.72326e+09,39.77,57.9387,131.742,24.324,16.2873,21.6115,8.95089,38.104,53.4716,28.1302,33.9174,94.2724,36.8781,19.6469,65.5638,396,358,237,296,307
1.72326e+09,48.2807,11.4363,13.3323,13.0689,10.1667,79.8424,19.6207,66.8324,53.5721,43.1768,87.3184,30.4421,62.409,32.3002,60.4399,393,362,235,297,309
1.72326e+09,29.0046,8.47651,7.53656,20.3071,14.8709,13.3702,12.6381,89.1238,42.0856,37.2776,94.6201,43.8684,55.1609,77.0379,32.4782,391,359,231,293,308
1.72326e+09,25.4588,7.96766,24.2229,19.3689,16.3209,13.0959,12.9194,98.841,34.1422,29.6968,89.2561,48.0503,52.8544,74.202,35.2444,392,362,235,292,307
1.72326e+09,19.9178,3.15277,21.482,17.3547,15.3538,5.09614,8.37782,95.7497,40.3045,25.7119,75.1444,59.1152,44.7964,50.9419,-nan,394,361,234,294,308
1.72326e+09,22.9122,5.84522,21.5024,18.7566,18.917,1.71144,16.3625,105.609,30.5327,17.7151,64.0862,55.0931,48.4605,60.2238,107.17,393,360,231,295,308
1.72326e+09,29.2146,9.67576,30.5033,12.6502,18.7177,3.20044,10.7905,99.1596,38.6697,14.153,66.4053,59.6172,42.949,50.4072,-nan,392,363,234,290,306
1.72326e+09,21.9098,8.96835,36.09,18.0091,16.0491,4.45996,8.299,111.128,27.5751,22.7722,59.6075,56.7275,32.3273,55.6422,-nan,394,360,235,294,305
1.72326e+09,21.5086,6.63073,28.6594,16.7758,19.0162,7.21717,14.062,110.152,27.1285,34.5782,76.3555,47.8416,45.263,48.621,176.516,395,359,253,306,309
1.72326e+09,24.769,9.5324,30.1831,17.4481,18.3064,6.56456,11.3683,102.815,29.8247,28.7338,67.4117,40.502,36.7375,77.1025,25.1847,396,362,286,334,314
1.72326e+09,26.713,5.85028,30.7922,20.4148,18.8108,3.50008,11.8831,109.394,27.1295,36.1529,78.9444,38.8841,43.0299,82.7739,19.3796,392,362,308,350,316
1.72326e+09,27.5499,7.55944,32.1358,16.7233,16.8202,6.25695,10.5204,102.115,34.707,11.2835,90.8635,49.1167,39.5216,65.5114,41.7691,394,369,309,358,320
1.72326e+09,23.799,5.67958,28.1391,17.9628,16.413,5.51879,8.08126,66.685,45.613,35.2772,90.5134,22.0798,25.4977,14.3646,13.6366,395,371,312,358,319
1.72326e+09,19.8306,17.0343,29.7185,23.9169,8.03394,19.0821,7.01737,11.306,19.6711,20.0626,16.4879,19.321,20.058,25.4224,27.0993,396,370,306,356,320
1.72326e+09,17.5612,9.43365,29.213,22.5554,5.55962,4.7539,6.61766,6.13756,25.1578,19.5872,7.83437,14.5412,24.9567,13.5375,15.8819,395,371,306,355,317
1.72326e+09,20.0279,12.5691,30.1944,26.3722,8.72543,11.2171,7.23189,5.05098,13.2747,17.0121,8.58993,15.8987,17.9052,11.5694,1.65542,397,370,307,359,321
1.72326e+09,17.8803,8.4786,29.4012,23.817,6.66445,85.347,6.50898,7.98355,13.7758,19.0581,10.3084,8.08957,30.2296,15.0451,4.09379,396,368,302,360,316
1.72326e+09,15.7799,4.02005,27.7377,25.3075,7.68946,15.3988,17.0633,23.1381,21.889,23.9518,11.6581,14.4361,30.7808,9.14768,3.91785,398,365,298,354,317
1.72326e+09,17.8032,5.65075,27.6388,25.5823,8.25263,13.7141,11.1226,14.0566,25.0919,17.3424,4.38412,9.01354,30.8006,16.9226,12.3188,395,366,285,347,316
1.72326e+09,19.1121,7.53767,30.3353,26.0316,4.72762,3.55987,5.33592,9.1046,25.0617,17.4386,6.65874,6.62421,34.5094,17.3987,5.71784,395,364,271,339,317
1.72326e+09,20.3852,7.08659,23.1392,26.5383,3.48928,2.17115,9.46339,21.2531,27.2928,22.0167,12.6248,14.6914,31.5393,13.0774,7.99051,397,367,260,330,317
1.72326e+09,20.7697,8.44866,21.4192,21.7852,6.60583,9.55099,9.09299,24.7646,21.0017,20.754,11.7275,8.61951,26.5702,6.0586,6.67964,396,369,250,314,314
1.72326e+09,19.5616,13.613,23.9599,19.6659,4.80061,22.4813,6.98141,36.9552,18.9957,15.7172,22.8314,36.015,24.5598,9.03747,7.26397,395,367,246,313,311
1.72326e+09,16.4199,11.3219,23.5067,25.2349,4.51215,13.3321,6.90462,52.8239,64.108,6.91884,24.0268,2.76217,30.371,7.50142,9.02068,394,368,241,321,318
1.72326e+09,17.453,9.06703,24.2428,22.0419,9.47195,6.74216,1.79929,85.7195,66.9622,18.4382,59.4826,32.3253,26.067,8.10756,2.76079,395,368,241,333,320
1.72326e+09,16.9611,11.3754,19.0273,20.2705,8.93969,12.4547,3.62039,90.6384,40.5965,14.3675,51.7544,29.2476,29.6283,20.5418,20.6858,396,372,238,338,321
1.72326e+09,19.3105,9.49479,18.643,20.0099,12.5574,10.3425,11.5088,123.087,20.5503,8.16307,24.7809,8.58931,31.908,8.74727,5.30827,395,373,240,341,322
1.72326e+09,17.2787,11.1918,16.1376,15.3188,16.5261,24.4226,14.5916,133.94,12.5683,18.3199,27.2862,20.7677,29.7875,6.2367,9.56552,396,374,241,340,322
1.72326e+09,21.3557,13.1455,18.6271,12.7843,18.4151,32.2018,15.1021,135.83,17.7141,67.3582,48.0258,5.44383,26.8222,4.59346,7.29842,398,373,238,340,322
1.72326e+09,21.0076,13.7205,24.5933,14.6416,14.8999,18.4506,20.7415,140.537,15.5957,64.0023,42.2483,9.12797,32.9399,16.9352,10.2785,394,372,242,340,321
1.72326e+09,20.9214,13.4336,22.9674,24.9189,11.8438,27.5821,16.5238,135.217,18.7408,78.1652,53.5463,16.1015,33.1579,6.27167,10.1366,393,373,239,335,320
1.72326e+09,22.3807,14.4329,27.3432,14.8773,17.9015,25.0845,18.8672,143.843,13.7538,73.1388,55.5932,15.2276,23.2228,6.14951,7.37439,394,369,243,338,316
1.72326e+09,20.3612,16.0426,19.1994,22.1204,13.0862,30.3476,21.2073,138.84,13.5811,57.3045,41.3624,13.2345,30.1649,3.64633,8.93354,398,372,247,336,318
1.72326e+09,19.2042,11.5568,22.8676,13.903,14.602,15.4974,16.6493,136.783,19.9513,62.1917,38.4337,5.59282,30.9239,11.2357,7.72903,394,365,270,343,320
1.72326e+09,17.222,11.3189,21.9153,20.4417,11.6554,19.1465,19.5509,139.092,19.359,64.3271,44.2921,10.3321,28.0127,4.84203,10.0818,392,364,290,347,318
1.72326e+09,18.4432,13.6762,21.9572,22.0409,15.8067,23.884,15.2388,134.193,20.6522,35.9081,25.3873,7.51089,27.1414,10.9755,12.2147,394,369,297,352,320
1.72326e+09,20.2202,15.2851,19.4738,20.4575,10.8114,12.6037,7.86419,94.3123,53.283,73.3698,172.009,86.5648,31.2769,5.92685,3.34325,394,368,299,353,319
1.72326e+09,19.6249,16.8634,105.335,21.8154,8.8493,7.02937,5.96186,61.0058,114.108,30.6793,98.1651,53.8287,31.2519,5.29733,7.89258,397,366,302,352,317
1.72326e+09,20.5657,13.6784,111.426,22.4296,4.43488,12.4006,9.61154,17.4327,12.8283,14.6486,17.301,48.6023,32.262,7.02589,4.80579,393,367,304,351,315
1.72326e+09,20.1346,14.4922,64.9704,21.9153,5.84529,16.4708,9.88663,11.084,13.9571,11.9293,18.4162,54.7574,30.6958,9.99205,2.23795,395,370,305,348,319
1.72326e+09,17.7171,12.3627,25.4748,24.603,4.11378,8.39012,10.4712,11.2612,15.3899,15.1725,12.0565,45.9785,30.5976,8.83545,5.64276,397,367,305,349,320
1.72326e+09,18.392,15.0184,19.3285,22.5355,5.20324,6.30432,10.4366,5.7963,16.8649,14.8945,4.93799,27.5415,32.8861,5.40412,4.72891,395,365,302,349,317
1.72326e+09,19.993,15.56,18.6701,22.8482,4.1308,0.921166,8.96762,8.18712,17.1657,17.6418,10.4442,36.9659,30.0471,11.3261,5.61527,395,364,304,350,316
