t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
1.72326e+09,14.0994,3.76604,30.7163,22.1579,6.29861,6.41612,22.4229,9.31092,12.2439,20.8038,10.6648,8.55642,13.0063,16.6049,17.6227,369,343,299,327,302
1.72326e+09,12.3263,4.29572,29.4804,21.4039,7.95394,13.2239,23.6725,8.93373,10.9484,20.8987,7.30895,6.89813,14.7727,11.6842,9.88388,371,342,298,327,298
1.72326e+09,14.0905,7.68229,27.936,24.9182,7.64593,5.91627,22.7905,7.95772,9.42427,22.8988,10.6469,9.02864,17.2506,13.809,14.6153,367,339,296,325,295
1.72326e+09,11.8648,4.69282,28.6768,22.8169,2.96791,7.94995,20.138,7.40066,8.36966,18.4157,7.14777,5.59427,16.9767,13.813,12.7235,366,338,290,323,296
1.72326e+09,13.3507,4.40527,31.5524,21.9138,4.82545,8.58099,20.2283,9.09168,11.2441,19.2169,12.209,11.7321,11.3895,10.2116,16.2904,367,337,290,321,297
1.72326e+09,13.989,4.68967,29.1325,23.0315,6.39379,13.4472,22.088,11.753,12.632,17.4579,10.0873,5.20828,10.7343,10.3264,8.44868,366,336,289,321,294
1.72326e+09,13.2485,10.6479,27.786,24.1514,6.4483,13.3647,22.2307,10.2194,11.1522,20.7679,14.43,15.2403,15.2483,14.1006,13.6532,367,331,293,322,292
1.72326e+09,12.4321,3.70187,30.9502,20.8103,4.34816,20.4282,21.91,11.9707,13.6156,19.6839,13.378,12.5603,14.7362,18.8542,100.15,369,320,291,317,289
1.72326e+09,12.3817,5.27638,31.0916,22.0229,8.25987,21.7233,23.1754,9.26065,9.00889,20.1408,12.5014,9.22183,12.7022,13.8451,104.512,366,307,291,320,288
1.72326e+09,12.4047,4.69022,29.9388,21.4472,8.4475,18.2625,23.5681,11.5857,10.4328,21.9196,14.4136,11.4512,17.1713,15.681,107.616,365,290,291,322,292
1.72326e+09,12.7968,8.50322,23.7822,21.8572,15.0205,7.82168,16.3795,9.95387,9.43396,21.7896,16.3597,7.75106,11.6218,9.85502,16.3093,369,280,291,319,290
1.72326e+09,14.7672,1.62941,27.8891,24.3679,23.2109,14.4575,11.0127,12.3969,14.1219,18.9165,15.5417,7.16177,5.91204,6.94789,18.5668,365,268,283,318,292
1.72326e+09,21.1482,4.81041,26.9752,14.9325,36.6682,22.4664,28.1361,74.4853,37.7704,16.079,17.5625,11.094,5.7033,12.2386,13.6208,366,262,277,317,294
1.72326e+09,21.2507,6.3817,28.2479,13.0249,65.9831,50.2426,85.6032,170.166,77.4184,18.9423,13.9818,2.51272,10.4788,12.9135,17.2165,366,265,278,319,292
1.72326e+09,17.7819,7.57415,33.0614,15.6996,112.664,44.8461,17.0593,14.2477,12.2376,16.3048,16.0085,13.1451,11.1924,9.0637,8.1713,368,258,276,315,292
1.72326e+09,17.094,8.32581,27.8962,13.6382,121.646,24.1153,16.9206,14.9934,9.37609,17.5357,16.543,12.2252,11.8789,12.3379,13.121,365,258,14849,9473,1
1.72326e+09,15.2894,15.4294,21.9661,14.4084,134.033,48.107,18.7398,19.8787,14.1412,16.4867,18.4752,9.93438,11.5427,15.6113,7.56394,365,256,272,310,294
1.72326e+09,18.7279,20.4561,24.475,16.6674,132.983,38.1323,19.5591,20.2793,7.75218,15.2111,17.3981,13.8925,7.00117,14.6557,19.2355,369,258,266,311,295
1.72326e+09,17.5887,17.438,26.7323,18.7986,138.763,42.0797,19.0938,23.6125,13.8765,13.9077,19.8708,5.87957,8.36356,13.6846,7.43629,369,261,271,309,296
1.72326e+09,12.6445,18.9514,22.3013,17.7819,142.591,40.7214,23.8667,32.7225,11.6714,16.7287,21.4716,6.21683,8.99719,19.8959,19.4792,370,257,271,310,297
1.72326e+09,17.9903,22.2376,20.5996,16.6085,135.586,53.7385,20.414,36.2235,18.3663,15.7959,17.3813,5.94459,6.15615,16.7804,16.4695,3585,14081,9985,1,0
1.72326e+09,14.8891,11.7483,28.8471,19.8101,135.348,57.514,20.6743,34.5277,17.8508,16.0872,21.3058,11.987,7.20389,20.5845,23.5582,370,261,268,309,291
1.72326e+09,16.037,8.07214,33.5351,19.6633,141.814,45.9987,19.1004,36.2432,24.2564,14.3937,20.4113,9.12132,6.0055,14.9814,17.3921,366,266,278,313,291
1.72326e+09,17.0218,17.1818,26.1056,22.263,145.157,24.2555,28.6445,40.0996,14.6281,12.7353,22.7273,12.4912,6.27181,14.2785,11.879,366,300,287,315,291
1.72326e+09,20.8023,18.1716,31.3799,19.6715,140.817,34.819,27.0012,39.3816,15.3217,10.4202,20.8573,11.248,6.29079,18.6652,20.1599,365,330,294,319,290
1.72326e+09,16.0714,15.8676,30.6551,18.8475,146.501,20.8144,25.9091,36.8473,22.1405,15.834,25.3383,15.1686,8.9311,17.2676,15.1769,363,339,293,318,291
1.72326e+09,12.3141,13.2728,30.7776,24.3503,133.45,50.9386,20.7276,25.6196,13.6167,17.8286,17.2669,2.49071,8.39801,12.1977,5.13496,366,343,292,316,297
1.72326e+09,15.9095,1.13427,31.679,17.6055,35.4733,22.2194,12.6979,48.1772,24.4595,15.1396,21.6663,19.0829,5.28176,12.4962,16.4695,366,341,292,322,294
