t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
1.72326e+09,36.5005,4.87231,21.376,15.0207,10.9571,17.5203,12.5037,5.51737,35.1939,8.61811,13.5196,97.9837,9.08923,13.0542,97.3216,341,317,293,306,34
1.72326e+09,33.5213,7.94822,24.0461,19.4004,13.7107,20.2174,7.88426,11.6052,38.8054,6.62395,12.486,97.0229,9.65876,10.6845,101.734,344,314,298,308,287
1.72326e+09,35.053,5.96556,19.2803,15.2851,12.0993,11.7356,9.79263,9.28006,23.0747,5.82107,11.3876,97.0482,9.31887,11.0657,98.6697,341,312,294,303,0
1.72326e+09,39.9599,5.85017,22.9817,18.0978,9.18535,15.2712,6.97906,2.14142,25.1768,5.85034,9.29461,103.164,13.0959,6.59962,109.056,339,314,292,297,288
1.72326e+09,34.9735,7.71019,18.8903,15.3871,14.4932,5.0036,8.72319,5.95273,22.63,8.23159,13.6802,4.64314,10.6242,6.0847,106.205,341,312,289,280,0
1.72326e+09,36.7719,5.6059,9.85737,17.0634,10.5416,8.39034,9.20157,3.74433,24.4138,6.32066,13.6351,95.7338,10.7013,8.73488,111.962,338,53,0,0,0
1.72326e+09,35.5002,5.61835,17.3657,20.2703,9.19755,14.6018,9.91184,6.83746,24.5658,6.30237,16.4859,92.8627,8.62645,3.91135,106.376,-3327,0,0,0,0
1.72326e+09,35.0035,8.24971,22.5795,20.6423,8.95932,14.3605,9.48017,5.55909,29.502,6.34176,16.4439,93.7385,9.82268,12.7646,97.2619,340,0,0,0,0
1.72326e+09,38.8559,9.61625,20.2967,24.2019,5.87726,9.25523,8.48179,11.6104,92.4767,9.31816,54.2729,74.0815,31.3275,23.5558,76.6533,334,309,283,0,0
1.72326e+09,38.7238,9.64896,24.3557,24.6242,7.70265,9.993,2.08747,7.44436,84.9522,19.7272,87.3571,72.4765,27.1747,81.0586,155.761,81,0,0,0,0
1.72326e+09,43.0903,4.67229,21.8879,26.2826,5.18798,15.7733,0.915311,11.3034,20.7559,17.0728,109.431,13.6441,11.4748,58.5305,26.6404,1,0,0,0,0
1.72326e+09,45.841,4.34077,26.9496,29.283,7.89866,17.4539,3.82224,13.7691,16.7461,18.7452,125.01,13.9492,17.1292,67.5042,27.2621,78,0,0,0,0
1.72326e+09,37.9189,6.64052,16.8616,27.0403,10.6688,19.3395,7.78283,10.0481,10.4188,16.0169,127.146,14.2793,6.35793,61.2099,22.5783,14081,7681,-4351,7936,1
1.72326e+09,43.4742,5.72111,16.5073,27.4249,9.95238,18.9381,7.68374,6.9093,19.6507,16.5418,125.712,8.75652,8.44357,59.2122,22.9387,-3327,7680,1,0,0
1.72326e+09,41.3854,2.79538,17.4149,25.1395,9.23738,17.8493,6.50657,7.58201,20.4616,23.1997,122.624,14.2731,7.12859,59.7038,27.539,-3839,7424,1,0,0
1.72326e+09,38.7616,4.46663,23.5025,26.9379,9.33981,16.1844,6.66371,8.02004,27.6279,14.3399,127.34,7.94719,13.4043,67.4574,30.1578,-4863,7424,1,0,0
1.72326e+09,39.6007,1.99152,25.5239,26.6375,5.13387,16.4923,6.91131,6.04513,18.8878,22.9562,123.677,12.0227,14.2092,63.0805,27.5484,1,0,0,0,0
1.72326e+09,41.8751,6.13032,21.8457,27.6818,4.81566,14.222,9.02195,11.9422,34.5118,21.7496,126.3,8.2081,17.6155,70.2108,30.106,-4607,7424,1,0,0
1.72326e+09,37.2184,4.74385,23.4812,26.3889,7.59058,19.7729,7.27614,3.66927,24.8869,18.9567,125.848,9.85568,10.1195,62.8584,28.3624,1,0,0,0,0
1.72326e+09,41.9791,0.815066,18.5724,25.6935,6.45276,16.7931,10.0815,10.0282,25.6325,21.7929,127.639,13.4361,15.1299,65.7709,24.7145,-3839,7424,1,0,0
1.72326e+09,41.8867,5.30054,16.0134,27.1295,12.2649,11.7482,5.10603,7.9165,19.8341,18.9349,126.811,11.2609,12.8353,67.6323,28.7526,1,0,0,0,0
