t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
0.0221477,11.3213,11.3927,18.9396,4.51757,4.59571,4.93604,8.83485,5.07649,2.89007,15.7444,4.16853,6.95202,5.2196,18.59,12.2326,0,593,0,0,0
0.122158,10.1706,12.0782,13.6823,7.30549,4.01114,4.37713,7.82049,5.32767,2.95947,14.5571,5.3748,5.20355,5.19731,15.5853,6.21758,0,587,0,0,0
0.222147,9.83137,13.9915,18.7554,10.7602,3.10871,3.06984,6.06142,3.15926,0.18714,15.2867,4.71357,4.20234,6.06059,17.4097,8.62999,0,587,0,0,0
0.322182,7.12184,15.1908,14.782,11.7818,4.75737,2.61868,6.60639,4.66189,1.87662,13.6184,6.1139,4.54911,4.24269,20.4013,8.63231,0,584,0,0,0
0.42216,8.30144,12.3332,15.5351,13.0071,3.90013,3.13354,5.02245,5.57909,2.55482,12.9226,6.27811,5.09686,3.99778,18.3685,7.1536,0,586,0,0,0
0.522173,6.79376,11.6167,13.57,15.6475,5.31941,2.65208,6.88116,105.316,-nan,10.6013,6.33058,2.1017,4.22434,19.4594,5.11112,0,571,0,0,0
0.622182,8.20662,14.6143,77.5444,22.4406,14.0831,57.4185,-nan,-nan,180,6.7371,7.49547,3.38541,5.26176,18.9472,8.38747,0,552,0,0,0
0.722192,12.5796,9.00204,14.7515,22.9854,20.8291,7.73405,143.312,100.002,55.5716,145.125,79.2939,109.896,7.76705,20.2798,2.84428,0,536,0,0,0
0.82218,15.0105,11.1186,12.1398,19.2092,90.9649,165.159,142.807,54.8218,18.5269,10.0654,76.474,38.9935,6.38707,21.3699,8.31105,0,508,0,0,0
0.922213,14.2491,8.14624,13.3301,79.647,-nan,-nan,21.9408,53.784,32.4554,8.79647,104.568,165.752,4.69576,18.8349,3.65029,0,491,0,0,0
1.02219,15.1525,8.74328,13.5575,77.5389,-nan,-nan,25.4422,60.8741,34.9656,52.5575,53.5069,165.757,5.18167,21.5056,10.7802,0,0,0,0,0
1.12222,14.4231,8.96759,11.3384,77.5143,-nan,-nan,25.8567,60.8,36.7033,53.3118,52.4563,165.749,5.84177,21.3431,9.22992,0,488,0,0,0
1.22223,14.2544,5.85965,15.6543,13.0833,44.1705,43.8807,-nan,-nan,74.5983,50.9369,53.1472,165.721,5.69557,19.7948,8.62697,0,0,0,0,0
1.32222,13.7661,5.2415,16.0325,14.9523,45.4712,43.7703,143.315,48.5902,36.6674,52.002,51.8099,165.763,6.19141,19.7093,8.62644,0,492,0,0,0
1.42222,16.6881,6.82721,16.0562,14.9344,48.7824,41.5514,20.0684,52.8727,36.4191,145.999,nan,165.612,4.55258,20.3684,6.42557,0,0,0,0,0
1.52222,16.8158,6.90632,13.8059,13.6536,89.439,167.76,81.6457,154.879,75.2623,-nan,-nan,-nan,5.74233,23.4894,12.2567,0,516,0,0,0
1.62222,13.2769,7.80881,16.0079,19.4332,42.7758,23.2919,143.058,180,162.325,9.47633,74.2669,39.1822,6.99732,16.724,5.29461,544,0,0,0,0
1.72225,12.4226,7.1735,72.8948,23.3592,31.7866,12.662,14.6998,7.76876,50.9522,8.58348,12.057,103.515,5.19845,20.2103,7.60523,0,563,0,0,0
1.82223,180,168.578,180,107.095,9.83345,5.9884,-nan,-nan,nan,90.9908,8.176,104.562,82.3134,16.4036,5.80656,0,580,0,0,0
1.92226,74.7078,165.727,106.174,18.9273,5.67544,5.09478,80.851,154.652,180,19.2792,8.41759,1.44107,18.6768,13.7103,5.06005,0,584,0,0,0
2.02225,37.4029,27.8528,16.4,14.4836,1.99775,5.65415,-nan,-nan,-nan,19.2748,8.24219,9.25377,14.0988,13.3098,5.6668,0,590,0,0,0
2.12227,71.4468,165.466,100.851,13.6939,2.64066,0.23806,-nan,-nan,-nan,20.4314,7.6586,9.59099,13.5858,15.9036,7.00718,0,589,0,0,0
2.22226,39.1846,37.7096,24.8318,13.9625,3.61461,2.2144,79.9812,-nan,-nan,19.3198,6.88382,6.81151,15.3327,14.3116,6.96235,0,592,0,0,0
2.32227,38.6975,34.2223,63.4074,13.0665,3.69401,2.24925,82.7072,-nan,-nan,19.4188,7.64179,3.46503,16.7141,10.5954,3.83063,0,584,0,0,0
2.42227,39.9801,24.3941,73.1073,14.8285,5.51718,1.76444,82.0589,-nan,-nan,17.6269,6.77241,1.08671,15.3845,10.6958,3.31864,0,587,0,0,0
