t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
0.080256,23.6212,18.7787,6.34637,26.087,8.1893,11.2952,14.3998,13.5838,9.83983,10.6576,9.57597,8.83895,9.88658,12.5116,1.42217,0,454,0,0,0
0.180261,25.6647,16.9691,8.31466,25.1962,5.09258,9.63072,9.32066,11.2418,12.6635,11.2014,10.5355,9.17474,12.9219,16.8058,9.9204,0,458,0,0,0
0.280277,23.84,21.8516,8.62669,25.1372,5.40333,8.38633,10.98,9.16713,11.5162,10.1373,12.1647,10.7823,12.0462,16.7918,11.3283,0,455,0,0,0
0.380252,15.6437,22.1872,13.831,25.1616,5.7333,12.8654,11.4324,11.8594,12.8228,10.4436,8.23643,9.43695,8.49003,8.37202,1.65699,0,456,0,0,0
0.480246,22.1421,20.956,8.73488,25.8548,7.70246,15.839,12.3495,11.6307,5.27336,9.70773,12.7944,12.2757,11.4978,16.7229,11.0999,0,453,0,0,0
0.58027,21.1138,20.6623,14.3858,25.9278,4.61284,4.11183,12.2192,10.7407,11.5538,11.018,12.4951,12.007,11.5973,13.8119,8.97003,0,453,0,0,0
0.680264,22.5238,18.5097,8.24693,25.7899,8.33004,8.65581,12.1556,11.0913,10.5079,10.4429,10.839,9.00887,10.4755,13.274,8.95789,0,453,0,0,0
0.78031,21.757,21.1673,13.1457,28.3286,11.4376,10.122,10.76,9.54435,8.02977,10.925,13.2231,14.6147,10.3172,10.9893,5.96073,0,452,0,0,0
0.880282,22.2141,17.1616,12.1075,25.4631,7.44067,7.1578,13.2174,12.0508,9.54168,11.9599,13.7839,10.4178,12.1142,14.1223,8.79175,0,450,0,0,0
0.980271,24.3931,16.084,7.86368,27.2104,10.9728,10.029,11.7107,10.5821,7.3038,10.9568,11.603,9.76687,11.2031,13.9075,12.3551,0,451,0,0,0
1.08028,17.0634,21.2461,6.81506,24.5074,6.84493,9.52609,8.7138,9.96456,10.46,10.1774,12.5956,12.3903,11.8031,13.3849,5.24175,0,454,0,0,0
1.18028,18.9058,23.2867,11.1482,22.5956,11.4347,6.59728,10.7752,10.9565,14.3095,9.55039,11.9779,12.8581,12.4962,14.2453,7.33309,0,451,0,0,0
1.28034,23.0818,18.1343,11.3653,24.3505,11.313,15.1414,10.254,12.392,15.3244,8.17786,12.1747,9.00352,10.3989,12.7697,7.79865,0,452,0,0,0
1.38029,22.5721,18.2395,12.8367,23.8364,10.6478,10.2997,8.59847,9.74105,13.748,9.73255,13.7984,13.2237,11.3118,9.98085,6.77437,0,441,0,0,0
1.48031,22.6691,17.9341,13.4337,27.1419,11.5566,11.711,10.2235,8.75788,7.31778,8.52805,14.6629,19.928,11.8992,15.2267,12.7898,0,438,0,0,0
1.5803,20.1459,19.0485,9.2397,25.3377,10.2042,11.9732,12.0356,7.63262,7.13975,9.08245,13.5749,14.5713,11.2256,12.0071,6.88034,0,429,0,0,0
1.6803,22.667,16.9354,15.5007,20.7612,22.4018,37.0258,5.71392,9.88347,12.0079,10.5179,13.1351,14.2405,10.9072,14.8412,9.56469,0,430,0,0,0
1.78031,24.2995,24.4255,22.0324,18.9644,26.1879,29.8903,8.03981,35.134,18.0077,10.046,10.9853,11.1529,10.0996,14.3626,8.09009,0,425,0,0,0
1.88029,29.1221,11.9074,10.2038,14.4958,36.0931,40.3344,73.9784,169.648,92.0411,9.64815,9.92783,8.86952,9.41443,11.969,7.16737,0,427,0,0,0
1.98067,26.4433,12.9405,11.8537,14.4947,39.9021,46.0259,18.6726,59.2188,35.2655,9.15417,12.7993,20.227,7.60991,7.07916,2.47195,0,426,0,0,0
