RS Actual Data,RS Missing Data,SG Actual Data,SG Missing Data,RS Predicted Data - RS,SG Predicted Data - RS,RS Predicted Data - RS_missing,SG Predicted Data - RS_missing,RS Predicted Data - RS_missing_SG,SG Predicted Data - RS_missing_SG,RS Predicted Data - RS_SG_both_missing,SG Predicted Data - RS_SG_both_missing
44.3273,,458.0,458.0,32.949978,482.57028,36.981228,482.91434,38.994225,460.78323,39.404232,456.7994
49.398399999999995,49.398399999999995,456.0,456.0,39.513042,483.5396,49.60792,483.98492,48.687996,459.62872,48.398075,457.45517
58.3159,58.3159,454.0,454.0,42.11439,483.3547,51.398987,482.96967,48.015556,457.65207,50.62255,455.99817
59.4525,,457.0,457.0,39.785152,482.77286,52.793236,481.5349,49.98965,461.0098,49.524815,457.7703
61.0684,,454.0,454.0,38.043762,482.16125,52.70257,479.963,51.89771,459.48132,47.619995,456.38828
63.9264,,454.0,454.0,37.230904,482.0226,51.63672,480.1852,52.63125,458.0779,46.07705,456.49753
62.9892,,459.0,459.0,35.17304,481.4083,50.874992,478.93634,53.282078,457.93036,43.001934,457.09528
62.5244,,463.0,463.0,32.343384,480.7739,48.546936,477.94238,52.15325,459.20108,39.83778,459.14813
64.917,64.917,472.0,472.0,40.99352,481.79675,60.771618,481.7606,59.754124,461.4169,47.53832,460.86194
58.9376,58.9376,479.0,479.0,46.595028,482.74533,64.06732,481.43307,60.337814,467.10275,51.3146,465.95142
57.7674,,490.0,490.0,42.456486,481.47736,59.15737,480.87067,55.79878,478.78165,47.551853,478.52844
58.7469,,495.0,495.0,37.553295,480.33353,51.216484,479.7672,49.17983,494.05164,42.318184,497.3219
47.1914,,497.0,497.0,31.827597,479.46127,31.976412,478.48712,38.816517,501.32062,36.747566,503.40125
34.7781,34.7781,498.0,498.0,31.978874,479.88812,25.761076,479.00174,31.96058,505.7963,32.72608,506.44342
28.0657,,501.0,501.0,29.879189,480.06882,19.169214,479.35693,24.267673,508.27985,27.822206,507.69202
24.496,24.496,507.0,507.0,28.082111,480.20862,18.24134,480.69824,18.920443,510.1593,24.51745,509.22223
20.9534,20.9534,510.0,510.0,23.839045,479.87097,12.4045925,480.44357,13.089992,511.68304,18.62274,511.09683
17.7923,,513.0,513.0,23.413418,479.99258,10.438663,481.15518,9.820958,512.3207,15.051141,512.07166
14.8516,,517.0,517.0,23.8217,480.17834,9.110599,481.8639,8.07813,513.4099,11.994328,513.7104
16.0906,,,,26.321264,481.67508,8.52435,483.3722,6.8870616,507.84616,8.170602,514.0706
11.074,,,,29.54526,482.64346,8.289716,484.12103,6.2521186,499.92282,6.3832755,513.537
8.810290000000002,8.810290000000002,511.0,511.0,20.317162,481.01648,6.5796065,482.8011,5.671909,502.9026,4.617391,514.7153
8.657400000000003,8.657400000000003,513.0,513.0,12.485552,479.088,5.0320563,479.25787,5.27741,505.02655,3.8551173,514.1755
7.712759999999999,,510.0,510.0,16.039677,479.71786,5.3399215,480.9517,5.1231875,505.8284,4.066526,514.4422
6.824259999999999,6.824259999999999,506.0,506.0,13.986007,479.72787,5.551851,481.35562,4.7709804,506.0287,4.2889533,513.3955
8.41967,8.41967,503.0,503.0,13.754878,479.96655,5.5145164,481.88147,4.3492846,505.47958,4.5964236,511.8581
8.71558,,492.0,492.0,22.99763,481.3038,5.6408954,483.0509,4.7466216,500.9694,5.094173,509.81958
10.8601,,488.0,488.0,31.644613,482.3047,11.376761,483.50156,6.369764,495.38696,5.927852,506.70636
13.0203,13.0203,485.0,485.0,27.35614,481.12097,9.297072,481.50916,7.32649,488.75323,6.3933253,501.59985
14.1579,14.1579,479.0,479.0,22.184896,480.06525,6.5507236,478.01465,8.860757,480.43436,6.9773,491.43832
21.1732,21.1732,472.0,472.0,23.98486,480.55182,8.361545,478.70764,13.541083,474.57928,11.531397,475.99606
30.4866,30.4866,466.0,466.0,28.69883,481.30133,20.325205,479.9257,22.89262,469.52322,22.572355,463.92587
38.3955,38.3955,461.0,461.0,33.599194,482.11478,35.174454,481.3962,32.87961,465.3804,33.739952,457.74585
46.6261,46.6261,462.0,462.0,37.542953,482.59122,42.6014,482.3041,39.286972,463.18988,41.188377,457.30515
48.16759999999999,48.16759999999999,460.0,460.0,41.196068,483.0486,48.20129,482.694,44.145622,461.7721,46.50796,458.8908
51.8741,51.8741,455.0,455.0,45.147385,483.4417,52.125607,482.55878,48.551174,459.25146,50.71953,458.8755
53.2693,,457.0,457.0,43.099762,482.80786,49.865837,481.39743,49.726288,457.35477,49.827152,458.57162
60.0916,,457.0,457.0,41.06726,481.91052,48.528725,479.6993,51.5005,455.52457,47.748142,456.7026
60.8492,,458.0,458.0,38.327156,480.9423,47.49211,478.21326,52.5522,453.77454,45.83018,453.92487
56.8003,56.8003,459.0,459.0,42.91628,481.31604,56.020752,480.5023,57.287346,456.44644,49.668404,455.55875
60.0344,,460.0,460.0,37.407528,480.19077,53.65705,479.4306,53.730595,460.9852,46.139668,458.27927
56.0036,,471.0,471.0,33.18021,479.88443,51.6841,478.51883,51.204853,465.40054,42.84341,462.05576
56.3125,56.3125,479.0,479.0,40.07076,481.06024,57.270367,480.61905,54.088455,470.977,46.405117,466.30466
53.4849,53.4849,488.0,488.0,42.009933,481.16956,56.543945,480.8537,52.88855,480.19528,47.392796,475.32697
47.7229,,495.0,495.0,38.182144,480.7516,52.693817,480.12473,49.377758,493.1253,43.95879,492.8336
41.3634,41.3634,497.0,497.0,39.70572,481.23907,49.683243,480.44745,46.337788,500.89874,41.81761,501.8152
33.4212,33.4212,501.0,501.0,36.609554,480.81186,42.2131,479.7343,38.776405,505.91653,36.4234,506.18005
17.7177,,507.0,507.0,31.645401,480.21683,28.769516,478.74417,27.822998,509.2977,30.417778,508.3207
15.1495,,512.0,512.0,29.72398,480.34537,23.333647,479.0648,20.668987,511.33572,27.280113,509.71762
11.6085,,514.0,514.0,29.022821,480.70517,22.865774,480.0847,16.460596,512.4315,25.201813,511.0641
6.256520000000002,,518.0,518.0,28.772669,480.95755,20.224566,480.49478,12.919702,513.7064,21.86438,512.73126
1.903970000000001,,518.0,518.0,28.699306,481.08505,16.647308,480.85425,10.313653,514.80994,17.247286,514.45166
3.2569499999999962,3.2569499999999962,518.0,518.0,18.363207,480.04767,9.3107195,479.9502,7.691129,515.4892,9.549586,516.2241
4.503669999999996,,519.0,519.0,19.59675,479.9278,7.9698253,481.10526,6.760078,516.0612,7.2173514,516.96466
4.10267,,514.0,514.0,20.101994,479.8389,7.0598273,481.69455,6.0039897,515.81995,5.7590194,517.37494
5.219619999999999,,517.0,517.0,19.268337,479.32074,5.911613,480.47342,5.149574,515.7129,4.9329906,517.65283
5.374380000000002,,517.0,517.0,21.61818,479.9569,6.200361,481.27228,5.0844874,515.57916,4.92057,518.03436
4.639980000000001,,518.0,518.0,25.236773,480.5359,7.599939,481.70895,4.8716006,515.5006,5.196071,518.60547
4.8508700000000005,,517.0,517.0,29.967512,481.10382,14.116641,481.81784,4.719114,515.1761,5.5676,519.35535
4.1126000000000005,,516.0,516.0,29.451462,480.4285,13.028555,480.84933,4.4397388,514.5927,5.4328284,519.83545
4.683060000000001,,516.0,516.0,32.757324,480.8718,27.341362,480.69702,4.644506,514.3403,5.9851527,520.15314
4.94211,4.94211,508.0,508.0,29.299013,480.59787,21.688442,478.93503,4.860004,512.19135,5.8868175,519.3517
4.093730000000001,,510.0,510.0,30.846804,480.0997,25.740313,478.98917,5.208299,510.3962,5.7475524,518.0522
