RS Actual Data,RS Missing Data,SG Actual Data,SG Missing Data,RS Predicted Data - RS,SG Predicted Data - RS,RS Predicted Data - RS_missing,SG Predicted Data - RS_missing,RS Predicted Data - RS_missing_SG,SG Predicted Data - RS_missing_SG,RS Predicted Data - RS_SG_both_missing,SG Predicted Data - RS_SG_both_missing
106.10399999999998,106.10399999999998,325.0,325.0,92.072205,361.7911,108.59092,358.51105,106.6733,322.3351,107.05371,315.59448
112.169,112.169,322.0,322.0,99.99081,362.63043,113.811424,359.58478,109.84459,323.4956,110.552475,318.8548
107.343,107.343,325.0,325.0,104.93659,363.03888,115.22753,359.84726,109.46303,324.89597,111.045784,322.55096
114.351,114.351,359.0,359.0,105.31811,362.345,114.13109,359.67484,105.71446,335.18552,106.42749,333.40536
107.625,107.625,392.0,392.0,105.399864,361.95807,113.00888,359.51578,101.18953,364.07794,99.1201,366.88953
92.9061,,400.0,400.0,93.22842,360.16318,107.183876,358.31644,93.151436,389.38376,80.198425,395.11026
21.3763,21.3763,410.0,410.0,70.50631,358.0108,86.23584,355.38495,72.53002,400.02585,55.97546,400.01562
32.9495,32.9495,411.0,411.0,46.975582,356.11386,39.16385,352.9078,42.859955,404.81372,34.710735,402.98196
10.290199999999999,10.290199999999999,404.0,404.0,21.844225,354.69006,14.773557,350.78827,22.253933,407.17648,19.930653,405.04938
12.1909,12.1909,406.0,406.0,10.261617,354.98123,8.010728,351.23273,12.080331,408.78012,12.472047,408.31644
10.5974,,403.0,403.0,10.02255,357.18436,6.8171015,356.09186,8.381013,411.23346,9.332696,411.19504
10.566099999999999,,404.0,404.0,10.143891,358.65558,5.868493,357.95993,5.2656755,411.20758,6.020089,411.34595
12.351100000000002,,404.0,404.0,11.900628,360.16364,5.451112,359.59326,4.678342,411.5216,4.7606516,411.5337
10.980199999999996,10.980199999999996,397.0,397.0,10.703355,360.8732,5.422021,359.19897,4.8834696,409.84076,4.3774805,410.63904
10.578900000000004,10.578900000000004,383.0,383.0,9.693772,361.50522,5.4898615,359.54126,5.338216,404.39572,4.470151,407.8926
14.843499999999999,14.843499999999999,372.0,372.0,9.721864,362.13174,5.582284,360.34946,5.7029314,390.63474,4.7687197,400.51974
14.061900000000001,14.061900000000001,361.0,361.0,11.753373,362.95358,5.473523,361.38153,6.1985025,362.48077,5.4993296,381.16125
37.5283,37.5283,351.0,351.0,19.66512,363.8899,5.021638,362.86,8.753816,339.6017,7.0493517,348.16913
