RS Actual Data,RS Missing Data,SG Actual Data,SG Missing Data,RS Predicted Data - RS,SG Predicted Data - RS,RS Predicted Data - RS_missing,SG Predicted Data - RS_missing,RS Predicted Data - RS_missing_SG,SG Predicted Data - RS_missing_SG,RS Predicted Data - RS_SG_both_missing,SG Predicted Data - RS_SG_both_missing
44.3273,44.3273,458.0,458.0,41.21073,483.18832,42.688793,483.54398,43.88727,459.3835,42.768646,455.6558
49.398399999999995,49.398399999999995,456.0,456.0,46.775574,483.63596,49.086456,483.4533,53.025864,458.536,48.81385,455.45694
58.3159,58.3159,454.0,454.0,48.031517,482.79712,54.879864,482.32272,51.85234,457.5786,53.148994,455.37515
59.4525,,457.0,457.0,44.06644,481.4514,55.37895,480.26105,52.657536,461.26068,51.78372,456.03366
61.0684,61.0684,454.0,454.0,49.310493,481.64197,61.399803,480.3846,58.02963,459.5338,56.53081,454.4115
63.9264,63.9264,454.0,454.0,54.674328,482.17242,64.70428,480.10898,61.597458,457.68713,60.387997,453.40057
62.9892,62.9892,459.0,459.0,58.853405,482.6143,65.85113,479.81653,62.716267,457.17282,62.16413,453.86038
62.5244,62.5244,463.0,463.0,61.685257,482.8678,65.80666,479.83646,62.49868,458.1094,62.77058,455.77628
64.917,64.917,472.0,472.0,63.714146,483.00885,65.923325,480.09283,61.83296,461.30582,63.089912,459.56052
58.9376,58.9376,479.0,479.0,63.440105,482.81766,65.11539,480.33426,59.825447,467.37183,61.948597,466.008
57.7674,57.7674,490.0,490.0,61.033886,482.09378,62.734886,480.84744,57.268204,477.85953,58.692898,477.29602
58.7469,,495.0,495.0,51.720497,480.79623,58.999054,480.82672,53.513187,494.0581,52.4392,497.268
47.1914,47.1914,497.0,497.0,47.01954,480.45618,56.498474,481.21274,49.364155,500.44293,47.129646,502.18814
34.7781,34.7781,498.0,498.0,38.468994,480.20044,50.620014,480.71558,41.639282,505.58722,39.452698,505.76575
28.0657,,501.0,501.0,27.779053,479.99695,35.047615,479.68918,29.62249,508.53067,31.018469,507.33496
24.496,24.496,507.0,507.0,19.213778,480.11472,21.52311,479.36984,20.946878,510.85,22.924665,509.29514
20.9534,20.9534,510.0,510.0,13.178105,480.68066,16.991272,480.5723,15.209749,512.1678,17.219341,511.21817
17.7923,17.7923,513.0,513.0,9.478763,481.13644,11.667424,480.6912,10.452916,512.6709,12.195481,512.30865
14.8516,14.8516,517.0,517.0,7.8570876,481.47556,8.131455,480.78986,7.6688285,513.5575,8.079034,513.9012
16.0906,16.0906,,,7.3600535,483.03384,6.6064353,482.247,6.433744,508.03244,5.1212115,513.6918
11.074,11.074,,,6.572723,483.77545,5.8445735,482.91177,5.712545,500.39502,3.919643,511.72235
8.810290000000002,8.810290000000002,511.0,511.0,6.046245,483.24817,5.5863013,482.51584,5.3943725,502.47852,3.9428973,512.65936
8.657400000000003,8.657400000000003,513.0,513.0,5.6753135,482.61517,5.378921,481.4967,5.1704497,504.35776,4.060287,512.8975
7.712759999999999,7.712759999999999,510.0,510.0,9.968923,483.51056,5.4268146,481.97827,4.6798816,505.106,4.657186,512.4857
6.824259999999999,6.824259999999999,506.0,506.0,10.855533,483.28552,5.363981,481.9073,4.2947917,504.9299,4.7861323,511.2414
8.41967,8.41967,503.0,503.0,11.779218,482.96274,5.246488,481.8282,3.9871154,504.3485,4.848554,509.57385
8.71558,8.71558,492.0,492.0,13.416798,482.78845,5.0551734,481.90134,3.9475265,500.49008,4.9866557,506.17853
10.8601,10.8601,488.0,488.0,15.632505,482.50516,5.0354247,481.81534,4.2016006,495.78342,5.2478023,501.9584
13.0203,13.0203,485.0,485.0,17.019869,481.89767,5.361812,481.42838,4.9164653,489.9565,5.793346,495.8682
14.1579,14.1579,479.0,479.0,18.91335,481.41116,6.069795,480.9851,6.451896,482.46655,7.3030906,485.588
21.1732,21.1732,472.0,472.0,22.150747,481.0054,7.517284,480.0992,10.511809,474.6928,12.884569,472.6202
30.4866,30.4866,466.0,466.0,31.417278,481.937,21.130337,481.1961,20.03863,469.2082,23.643501,462.06842
38.3955,38.3955,461.0,461.0,35.734234,481.95135,35.515915,481.34195,32.275944,465.4187,33.986595,457.3447
46.6261,46.6261,462.0,462.0,40.184464,482.21967,42.57189,482.0881,38.266068,463.50302,40.662594,456.90863
48.16759999999999,48.16759999999999,460.0,460.0,44.131023,482.36172,48.64032,482.45673,43.115864,462.0822,45.46368,458.17834
51.8741,51.8741,455.0,455.0,48.22477,482.33496,53.541412,482.13672,48.27357,459.48676,49.45389,457.8605
53.2693,53.2693,457.0,457.0,51.75431,482.11404,56.353844,481.3461,52.015877,457.41574,52.460926,457.21927
60.0916,60.0916,457.0,457.0,56.252556,482.04358,58.962242,480.9084,55.788464,455.18314,56.070503,455.3445
60.8492,60.8492,458.0,458.0,59.38903,481.93253,60.82761,480.5995,58.780167,453.00885,59.047752,452.45047
56.8003,56.8003,459.0,459.0,59.299892,481.49518,60.935444,480.15894,58.645985,455.72473,59.290936,454.51196
60.0344,60.0344,460.0,460.0,59.658115,481.44357,61.018402,480.23083,58.12658,459.85074,59.476494,456.8354
56.0036,56.0036,471.0,471.0,58.449524,481.24515,60.44628,480.28247,56.866158,464.0436,58.26193,460.20117
56.3125,56.3125,479.0,479.0,57.184776,481.11023,59.677444,480.52365,55.324425,470.66806,56.749683,465.39853
53.4849,53.4849,488.0,488.0,55.2072,480.9417,58.33832,480.7769,53.48208,481.17252,54.442883,475.60635
47.7229,,495.0,495.0,44.294487,479.76724,54.767353,480.23593,50.323788,493.85544,49.18951,493.44385
41.3634,41.3634,497.0,497.0,40.18974,479.8651,51.79118,480.17725,46.76285,500.50223,44.405052,502.09036
33.4212,33.4212,501.0,501.0,33.08888,479.8108,45.189472,479.60086,39.64719,505.31787,37.647835,506.27557
17.7177,17.7177,507.0,507.0,20.806278,479.33603,24.522568,478.12265,25.61269,508.93118,28.378014,508.83063
15.1495,15.1495,512.0,512.0,12.48562,479.2867,13.493388,477.6771,16.25924,511.07654,19.790009,510.67676
11.6085,,514.0,514.0,10.408294,480.32492,11.81203,479.48627,12.284834,512.278,16.500288,511.85327
6.256520000000002,6.256520000000002,518.0,518.0,7.267492,480.43134,7.49254,479.1032,7.996618,513.248,9.892423,513.5112
1.903970000000001,,518.0,518.0,8.098659,481.5423,6.594539,480.43582,6.4360785,514.19727,7.947923,514.5105
3.2569499999999962,3.2569499999999962,518.0,518.0,7.0933433,481.4222,5.560369,480.09158,5.382692,514.56415,5.399938,515.4915
4.503669999999996,4.503669999999996,519.0,519.0,6.5490184,481.31842,5.2483363,480.1728,4.9693503,514.58344,4.7179084,515.85345
4.10267,,514.0,514.0,9.234069,482.4388,5.173038,481.5775,4.7699676,514.19934,4.821861,516.0209
5.219619999999999,5.219619999999999,517.0,517.0,9.319541,482.2071,5.29314,481.351,4.55957,514.01416,4.91744,515.8959
5.374380000000002,5.374380000000002,517.0,517.0,9.881799,482.0875,5.3128047,481.41333,4.304445,513.62665,5.0732455,515.57513
4.639980000000001,,518.0,518.0,15.510997,482.4457,5.0626655,482.31827,4.0170207,513.6164,5.051788,515.91394
4.8508700000000005,,517.0,517.0,22.687012,482.42447,5.81998,482.86603,3.7594104,513.46747,5.110555,516.33185
4.1126000000000005,4.1126000000000005,516.0,516.0,19.867313,481.45676,5.4146895,481.72058,3.4516253,513.1487,5.0782733,515.5022
4.683060000000001,4.683060000000001,516.0,516.0,17.131239,480.31216,5.208486,481.0097,3.2105784,513.01013,4.980514,514.5516
4.94211,4.94211,508.0,508.0,16.211502,479.49158,5.215898,480.68417,3.2002635,511.3123,4.864471,512.3429
4.093730000000001,4.093730000000001,510.0,510.0,14.512114,478.26328,5.351251,479.73965,3.3455997,510.20004,4.841274,509.95963
3.7301500000000054,3.7301500000000054,506.0,506.0,12.552639,477.10153,5.3929133,477.47293,3.7866035,507.49188,4.81875,507.81924
6.202739999999999,6.202739999999999,496.0,496.0,12.695818,477.4326,5.7234454,476.99304,4.3405643,501.54404,5.0242534,502.61002
5.294830000000001,,487.0,487.0,17.915087,477.89255,8.523231,475.6013,5.5681357,490.13522,6.459493,493.7094
6.224260000000001,6.224260000000001,476.0,476.0,15.782534,477.66492,7.2803435,473.8035,6.8788447,482.2351,8.05556,481.5874
5.232710000000001,5.232710000000001,464.0,464.0,12.773633,477.95544,6.0106673,473.54416,8.906629,476.2396,12.761169,471.63428
15.647900000000002,15.647900000000002,462.0,462.0,14.497001,478.46548,7.122707,473.9677,13.497528,471.28726,20.220434,465.18445
26.8386,26.8386,459.0,459.0,19.902203,478.5245,15.9107485,473.32272,23.265877,467.0692,26.148516,461.257
37.5751,37.5751,453.0,453.0,30.446318,479.99506,33.038036,475.3783,34.699562,461.28918,32.679245,456.01843
51.6959,51.6959,451.0,451.0,36.733234,480.4592,44.00244,476.0642,44.476482,457.1807,38.20517,453.69818
56.1145,56.1145,451.0,451.0,45.55665,482.05698,52.89352,478.4819,52.949272,454.5381,46.43033,452.24002
58.3295,58.3295,453.0,453.0,53.7916,482.9961,59.931095,480.84637,58.52304,453.0256,54.64346,451.24326
64.2823,,453.0,453.0,48.28575,481.2884,60.918007,478.50833,59.094994,454.13358,53.31576,450.70377
66.4764,66.4764,454.0,454.0,58.010742,482.2619,65.65348,480.08072,63.857605,454.69196,60.8332,451.16177
65.2512,65.2512,455.0,455.0,64.20132,482.70694,68.931755,480.93875,67.55621,455.9859,64.77914,452.38834
66.4678,66.4678,459.0,459.0,65.01611,482.06543,69.82578,479.90155,67.049614,458.5239,66.342354,453.29465
62.1635,62.1635,466.0,466.0,61.529102,481.13132,67.96213,479.4192,64.240944,463.6892,64.846855,456.1925
64.7661,64.7661,479.0,479.0,62.357143,481.26523,67.82985,479.64203,62.262897,474.6778,63.5774,463.62018
63.4542,63.4542,493.0,493.0,62.110355,481.18475,67.34593,479.92667,59.403053,488.60257,60.50983,481.10858
56.7204,56.7204,494.0,494.0,60.03897,481.02805,65.31179,480.3317,55.07811,497.01245,54.146053,498.6456
52.680800000000005,,,,48.396423,480.24792,60.81709,480.6578,47.804783,499.06418,46.905464,502.1134
41.2096,41.2096,503.0,503.0,43.144333,480.18643,55.884487,480.4061,38.70334,503.17844,39.711235,504.97885
26.1587,26.1587,,,30.09621,480.24783,42.82883,479.8803,28.972633,503.1605,32.918015,505.53214
18.5379,,253.0,253.0,15.779123,477.76538,23.764214,478.5471,43.40812,452.3978,49.973553,463.82266
