RS Actual Data,RS Missing Data,SG Actual Data,SG Missing Data,RS Predicted Data - RS,SG Predicted Data - RS,RS Predicted Data - RS_missing,SG Predicted Data - RS_missing,RS Predicted Data - RS_missing_SG,SG Predicted Data - RS_missing_SG,RS Predicted Data - RS_SG_both_missing,SG Predicted Data - RS_SG_both_missing
,,399.0,399.0,52.211555,415.63177,60.293003,411.23752,56.856827,393.2514,53.301403,387.25064
42.5705,42.5705,399.0,399.0,47.950344,414.36218,61.488747,409.59302,57.708176,393.02557,52.1445,387.9897
,,401.0,401.0,47.975304,414.52005,59.84037,410.66287,55.39404,393.9201,52.01536,389.01566
48.2252,,401.0,401.0,42.09025,413.25043,57.328804,409.31973,55.168488,394.7757,49.492554,390.71786
,,402.0,402.0,40.7451,413.57022,54.9112,409.25766,53.32554,396.51834,47.723816,392.63205
40.5563,,401.0,401.0,39.9559,414.05347,52.445683,409.4224,52.03202,398.08905,46.221535,394.40674
,,405.0,405.0,39.850266,414.56473,50.39932,409.65695,51.111897,400.83008,45.09794,396.9098
44.1699,44.1699,404.0,404.0,40.707348,415.16452,49.2683,410.08337,50.788074,402.97305,45.048958,399.18558
46.0397,46.0397,401.0,401.0,43.118584,415.9436,49.734516,410.91382,50.477062,403.96417,46.414658,400.62454
,,399.0,399.0,44.969696,416.60767,51.435543,411.93533,49.248077,404.28223,48.05463,401.15842
,,399.0,399.0,41.2693,416.30426,44.709213,411.46033,47.04243,404.12372,47.103703,400.93167
,,397.0,397.0,42.941757,416.89297,45.444218,412.09192,46.427048,402.90527,47.722107,400.35617
49.7648,,398.0,398.0,39.916267,416.7228,38.5133,411.77756,43.089226,402.37866,46.50082,400.4579
51.4459,51.4459,399.0,399.0,45.514957,417.4991,42.46884,412.8855,46.889668,401.24738,48.056816,400.24304
49.9952,,400.0,400.0,48.70936,418.0654,47.6208,414.47873,49.841717,400.66528,49.948425,399.57736
51.6903,51.6903,399.0,399.0,50.528877,418.20337,50.560234,414.87848,50.71818,399.4914,50.149326,399.74292
