,RS Predicted Data - RS,RS Predicted Data - RS_missing,RS Predicted Data - RS_SG_missing
same_g_diff_p_data_summary,14.561697522693969,8.160525374682333,6.24665507805374
same_p_diff_time_data_summary,16.87530154799048,9.97000315866042,7.978710945256994
same_pg_data_summary,17.165906161196563,11.230557807644328,7.280494024466926
