time_count,WRIST_distance,THUMB_CMC_distance,THUMB_MCP_distance,THUMB_IP_distance,THUMB_TIP_distance,INDEX_FINGER_MCP_distance,INDEX_FINGER_PIP_distance,INDEX_FINGER_DIP_distance,INDEX_FINGER_TIP_distance,MIDDLE_FINGER_MCP_distance,MIDDLE_FINGER_PIP_distance,MIDDLE_FINGER_DIP_distance,MIDDLE_FINGER_TIP_distance,RING_FINGER_MCP_distance,RING_FINGER_PIP_distance,RING_FINGER_DIP_distance,RING_FINGER_TIP_distance,PINKY_MCP_distance,PINKY_PIP_distance,PINKY_DIP_distance,PINKY_TIP_distance
0.28585471701808274,532.2868495936048,509.67647267879096,502.3846172032983,492.0114732430152,489.3119728837163,520.840708373295,513.5585383880679,509.15570822648664,508.72870656323533,526.8605079966587,529.6558694309585,525.3440355477724,526.5388088920442,533.3905986856344,534.6032033295394,531.2622079405361,531.1155149535297,543.4436444281282,549.1183930380322,542.5885643579187,536.6563197678445
0.5532905501313508,528.2619961493444,507.49894435597554,502.3846172032983,494.127652975241,489.6232171509014,521.4550366815968,515.3083892617093,509.15570822648664,507.61794500773897,527.5776514965969,530.7093984477384,525.7981834799388,527.0297403605553,536.4857105681903,535.6597304713221,531.3302066889455,530.4792490292924,541.3967761297588,549.4425072275826,545.0435002673577,537.8480210455783
0.6427036779932678,531.3681336070722,507.7792819894305,501.7694973203058,493.34229058583986,491.7849062696877,520.7297949758753,514.6284501386514,510.2459739958561,509.1935962549699,526.1446158930129,530.0537342893928,525.1625932791666,528.637851840626,536.0628101491204,537.1026295174249,531.7557114515522,532.6713113581003,541.6591157557189,548.8222629076248,543.3002419348685,537.1695030832349
0.7244302812032402,528.4583391560468,506.9407835947957,501.7694973203058,494.6765955937977,490.19754153683766,521.1607896554109,512.8783833347327,507.403629801043,508.0818191821421,528.2242393745163,532.2053955378931,525.1625932791666,527.5225851369446,536.7893782255463,537.1026295174249,532.1834331123325,530.9401410260389,540.6351854217231,549.7692828804473,544.3511121337496,539.2969063692047
0.8104230870958418,527.5414637755471,506.24772878958595,501.16954949632907,492.79477114434025,490.2521172766152,520.1163785884773,516.0905667551307,510.67720458305945,509.5786739418469,527.1844276337646,530.468161516306,526.2654851332877,528.0173310991999,535.0299325847515,536.4333433162293,532.1834331123325,532.5010313570654,537.5633944989588,546.6514975734494,543.3002419348685,538.4919384899024
0.8942215980496258,528.570573182188,507.2683894856526,500.95489672338624,492.79477114434025,492.6785169529135,519.7969390533824,515.0198353191055,508.49482338222623,508.0818191821421,526.9082465477253,529.4129194744188,525.1625932791666,526.407311694823,534.7248017859073,536.0453365334283,531.6877671219099,529.8431570134411,544.4162663765873,548.4038647014132,542.9431419280269,538.104281167687
0.9712199051864445,528.570573182188,508.28905018171923,501.3962011991672,494.13175632330046,488.6090894112214,520.1163785884773,515.4134318937986,507.8341127412146,507.43476834229455,525.1523251575967,529.398668980074,525.6309747585601,525.7846979398149,535.0299325847515,534.9880484739023,531.6877671219099,529.8431570134411,539.5609448576427,546.6514975734494,541.0875919810536,535.1738419888125
1.05518345721066,526.6464923044822,508.28905018171923,499.31571831483666,493.31029559068173,491.0931902900003,520.1163785884773,515.5200597394987,510.0183463582441,507.9013576078221,525.1523251575967,528.3433981530197,522.341635014288,525.7505295094066,532.9641812767219,534.317235882454,531.0383888895387,530.6820199998555,539.5609448576427,545.6122370463634,542.1382515500304,536.3635112387088
1.1201396910473704,526.5347050441352,506.24772878958595,500.34647592228043,493.35029310275866,489.7468748256449,520.5514791329321,515.5200597394987,509.3596588719498,506.78753721153265,526.5180095259842,529.8287666211905,526.712693487034,525.7505295094066,533.9970550214688,534.7060974069581,531.4675059856496,531.8681049254117,541.6591157557189,547.6907618262753,542.4972377371374,537.4277246609746
1.2002499541267753,528.4583391560468,510.3303715738526,500.12977627430365,493.35029310275866,489.7468748256449,520.4382851627637,516.5918263629612,511.11046616151344,507.43476834229455,525.4774595863616,530.8991284347595,524.527164250661,526.2451159078432,532.2372822937508,534.317235882454,530.3894806478426,531.7807416162937,539.8753475925827,545.9391654369199,541.4458866061112,537.8169871583705
