time[s],MCP,PIP,DIP,TIP,Wrist_X,Wrist_Y,Wrist_D,MCP_X,MCP_Y,MCP_D,PIP_X,PIP_Y,PIP_D,DIP_X,DIP_Y,DIP_D,TIP_X,TIP_Y,TIP_D,MCP_RX,MCP_RY,MCP_RZ,PIP_RX,PIP_RY,PIP_RZ,DIP_RX,DIP_RY,DIP_RZ,TIP_RX,TIP_RY,TIP_RZ
0.0542352689999461,0,0,0,0,415,396,332,406,250,315,408,188,309,407,147,303,403,111,301,-6.300437450408936,-115.01612663269044,-17.0,-4.570126056671143,-160.45680618286133,-23.0,-5.045424938201904,-189.09654998779297,-29.0,-7.806619167327881,-214.27625274658203,-31.0
0.1203888270001698,0,0,0,0,415,395,332,406,249,316,408,187,310,407,147,304,404,110,301,-6.345330715179443,-114.95309829711914,-16.0,-4.610291957855225,-160.52616119384766,-22.0,-5.087954998016357,-188.52999114990237,-28.0,-7.095056056976318,-214.2029571533203,-31.0
0.1826860680002937,0,0,0,0,416,395,331,406,249,316,408,188,311,407,148,304,403,111,302,-7.151431560516357,-114.58511734008788,-15.0,-5.456557750701904,-159.5467071533203,-20.0,-5.894055843353272,-187.44335174560547,-27.0,-8.664705753326416,-213.4268112182617,-29.0
0.247587048999776,0,0,0,0,415,395,333,406,249,317,407,187,311,406,147,305,402,111,302,-6.36660623550415,-115.29824256896973,-16.0,-5.3620429039001465,-161.01787185668945,-22.0,-5.827885150909424,-189.1162643432617,-28.0,-8.548914432525635,-214.16277313232425,-31.0
0.3110926210001707,0,0,0,0,415,394,332,406,249,316,407,188,311,406,147,305,402,111,303,-6.345330715179443,-114.16825485229492,-16.0,-5.385660648345947,-159.12984466552734,-21.0,-5.851502895355225,-187.96343994140625,-27.0,-8.626882076263428,-213.31334686279297,-29.0
0.3736763859997154,0,0,0,0,416,393,330,406,247,316,407,186,311,406,146,305,402,109,303,-7.172685146331787,-114.15094900131226,-14.0,-6.213015079498291,-159.08889770507812,-19.0,-6.678857326507568,-187.17310333251956,-25.0,-9.454236507415771,-213.2345733642578,-27.0
0.4339266549995955,0,0,0,0,416,393,331,406,246,316,407,184,311,405,144,305,401,108,303,-7.151431560516357,-115.26122331619264,-15.0,-6.191761493682861,-160.92255783081055,-20.0,-7.378622531890869,-188.9783935546875,-26.0,-10.149274349212646,-214.31411743164065,-28.0
0.4967921650004427,0,0,0,0,417,393,332,407,246,316,408,185,311,407,144,305,402,108,302,-7.168002128601074,-115.6244740486145,-16.0,-6.220150947570801,-160.55060195922852,-21.0,-6.700178146362305,-189.34164428710935,-27.0,-10.142226219177246,-214.36688232421875,-30.0
0.5608421589995487,0,0,0,0,416,392,332,406,245,316,407,183,311,406,143,305,402,107,303,-7.130177974700928,-115.58664608001708,-16.0,-6.170507907867432,-161.2361602783203,-21.0,-6.636350154876709,-189.2778167724609,-27.0,-9.411729335784912,-214.60880279541016,-29.0
0.6283956659999603,0,0,0,0,416,392,332,406,245,317,408,183,311,407,143,305,403,107,303,-7.175071239471436,-115.5732650756836,-15.0,-5.435304164886475,-161.2361602783203,-21.0,-5.9153313636779785,-189.2778167724609,-27.0,-8.695436954498291,-214.60880279541016,-29.0
0.6923369659998571,0,0,0,0,417,391,331,406,244,316,407,182,311,405,142,306,401,105,303,-7.933914184570312,-115.19030547142027,-15.0,-6.974244117736816,-160.82799911499023,-20.0,-8.208362579345703,-189.08557891845703,-25.0,-10.931756973266602,-214.8980255126953,-28.0
