t,rs0,rs1,rs2,rs3,rs4,rs5,rs6,rs7,rs8,rs9,rs10,rs11,rs12,rs13,rs14,sg0,sg1,sg2,sg3,sg4
0.0119376,40.1473,20.5251,12.4502,18.232,12.6464,10.3859,7.88237,22.1625,13.3694,8.51073,21.3854,7.44851,10.7172,30.8607,13.2322,0,687,0,0,0
0.111939,40.3609,18.7342,9.04361,19.9634,15.456,17.7591,9.65816,21.8161,13.9427,9.65494,19.2903,9.57234,14.4397,22.3948,17.5271,0,691,0,0,0
0.211989,42.6102,19.1846,10.6844,18.8831,14.7479,14.2947,10.5554,15.3828,11.0539,10.0349,18.0071,8.29494,13.6058,23.016,15.7024,0,692,0,0,0
0.31198,41.1934,19.9286,11.0619,15.8385,16.3184,13.9963,7.72843,17.8172,8.77307,13.626,15.1754,11.2211,14.3339,23.969,10.6289,0,692,0,0,0
0.412002,42.4958,22.7768,13.9145,16.8148,13.8956,12.7091,8.38591,17.1814,9.70337,11.1572,18.9517,9.61434,16.1625,25.3249,7.34279,0,692,0,0,0
0.512017,43.5894,25.5171,17.47,17.685,12.2536,10.4343,10.593,16.7619,14.1171,10.8024,18.0113,7.26886,11.8949,27.8423,7.33704,0,694,0,0,0
0.612,40.9168,20.5011,15.563,16.4534,13.1634,12.589,7.59017,14.011,6.44596,8.22002,21.5666,5.7888,14.4002,25.39,7.3317,0,695,0,0,0
0.711994,39.7075,21.3545,13.5507,17.8715,15.5189,20.4956,10.0061,15.2404,5.98879,9.12788,24.3777,7.75007,12.1494,30.1117,5.80226,0,693,0,0,0
0.812043,38.6729,18.4767,13.0197,16.9641,13.612,15.8578,10.921,16.256,13.509,8.8711,21.3573,13.2356,8.71525,32.509,6.06949,0,690,0,0,0
0.912039,37.6658,16.7308,18.6995,18.4383,13.5935,12.7236,11.8518,20.7608,9.9355,10.1566,21.0049,12.6358,6.51914,37.5841,8.87679,0,692,0,0,0
1.01205,32.3007,15.9517,21.8115,15.6389,13.2841,15.3007,9.47505,22.4297,7.6881,4.30295,25.4381,8.45342,11.0157,33.2642,5.44718,0,694,0,0,0
1.11206,39.826,17.482,16.2043,17.0054,12.9636,11.2353,10.2555,21.1818,9.22069,6.94573,24.5334,12.9895,14.0032,29.9167,6.74975,0,697,0,0,0
1.21205,42.5626,15.8943,12.5373,18.8771,13.7105,12.6126,11.9447,17.6808,10.0767,7.92506,26.546,15.0107,15.0908,28.8561,4.81867,0,698,0,0,0
1.31206,43.2913,20.519,7.88152,17.9982,11.888,13.4392,10.066,19.1567,8.55611,8.48804,26.8246,12.4802,16.6304,27.8303,6.67612,0,697,0,0,0
1.41209,47.735,21.3773,12.8352,20.682,12.2848,13.9941,10.3511,23.2961,12.2908,6.90518,25.7679,7.40287,15.506,29.2473,15.6443,0,696,0,0,0
1.5121,42.2818,19.4516,12.6328,20.2314,12.1667,10.3883,9.10264,19.8159,8.89323,8.28431,24.5902,11.0832,9.64634,31.0247,8.8086,0,696,0,0,0
1.6121,43.9987,25.619,15.2367,19.2881,13.0017,15.3574,10.0224,18.4592,9.34331,8.30189,26.7069,10.0303,8.64127,33.8083,8.06004,0,696,0,0,0
1.71211,39.5985,23.9582,12.9772,16.9949,14.9835,12.8692,8.69398,23.1216,10.9339,6.58423,26.8204,14.1733,7.1583,30.0253,13.7777,0,695,0,0,0
1.81209,41.281,27.1134,16.5863,17.1897,14.9199,14.2657,9.62205,20.2512,11.3413,10.6911,24.25,12.0403,8.84231,29.0321,15.4252,0,692,0,0,0
1.91214,42.2097,26.1253,14.9632,18.5229,17.0407,16.7773,10.3544,27.1528,13.3872,7.3954,24.3058,12.059,8.6826,30.0503,9.36946,0,681,0,0,0
2.01214,42.027,28.1929,15.6115,19.8686,10.9943,11.5537,13.1722,22.6313,13.643,11.7862,20.6831,10.7955,9.9513,29.3633,11.2881,0,671,0,0,0
2.11213,38.2815,21.1683,12.5513,18.3249,12.0791,16.2248,11.5216,20.4823,9.25851,7.98165,22.858,10.4823,4.8826,35.9061,13.5088,0,661,0,0,0
2.21219,40.8546,26.9832,13.1932,18.4963,16.6738,13.5978,11.2784,21.9629,11.1219,8.58016,24.9265,9.41745,5.08839,34.2335,11.6131,0,652,0,0,0
2.31216,45.7848,29.6872,11.3702,18.1055,25.6448,14.424,16.6454,18.1188,21.6648,9.8861,26.1946,15.5389,13.4335,27.664,18.1429,0,646,0,0,0
2.41214,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,640,0,0,0
2.51218,37.9228,26.514,12.7949,19.3318,31.6227,58.6327,38.9491,49.0635,12.6736,11.8535,29.2992,14.7854,15.5764,29.2627,9.22692,0,637,0,0,0
2.6122,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,0,638,0,0,0
2.71219,38.1928,26.6578,14.4731,12.5243,49.7004,35.0348,45.7693,73.2703,38.4052,16.8012,21.1147,16.7694,20.0962,23.2194,76.7745,0,640,0,0,0
2.8122,39.3481,26.4495,12.2421,17.5474,55.21,33.2121,43.1536,70.5271,38.7135,12.3327,23.3679,15.0374,14.3558,29.1539,11.9779,0,638,0,0,0
2.91223,41.5199,27.9209,13.879,17.0953,61.3117,36.574,32.8133,48.1997,28.6041,104.339,168.403,88.828,16.4012,23.0101,10.7268,0,640,0,0,0
3.01222,39.0892,28.2511,12.5077,17.4515,56.4075,44.0631,95.8306,166.434,80.9583,102.669,168.536,87.0318,14.3741,22.4069,9.86187,0,644,0,0,0
3.1122,42.8431,28.2299,11.2737,17.7523,62.3823,33.64,41.1485,60.1254,33.2535,104.842,168.398,89.2127,15.1945,27.1153,7.89828,0,644,0,0,0
3.21224,43.498,30.5119,10.9404,19.6411,56.1302,31.5287,42.0568,66.067,34.185,13.9892,25.2752,16.7813,16.4804,25.2145,10.2833,0,653,0,0,0
3.31225,45.0263,22.7602,9.02883,20.2405,51.8227,38.6307,41.7633,67.0249,36.7193,104.326,168.658,91.8952,16.6678,25.2788,8.70897,0,669,0,0,0
3.41226,41.5849,29.8207,9.03392,20.3374,60.7339,33.8156,96.9262,166.57,81.395,104.076,168.531,89.4619,18.8583,22.6308,8.73368,0,681,0,0,0
3.51228,40.0546,27.3021,8.53052,21.4042,53.5034,35.5327,44.3555,72.038,43.8296,8.83737,28.1053,17.5803,15.6054,26.0503,10.653,0,690,0,0,0
